geoid,loc_postalcode
1054,25860
1054,25996
1054,25849
1054,25853
1054,25899
1054,25863
1054,25826
1054,25887
1054,25885
1054,25845
1054,25926
1054,25876
1054,25927
1055,23629
1055,23669
1055,23626
1055,23683
1055,23746
1055,23777
1055,23617
1055,23611
1055,23779
1055,23738
1055,23689
1055,23623
1055,23701
1055,23749
1055,23684
1055,23774
1055,23714
1055,23715
1055,23758
1055,23717
1055,23747
1055,23730
1055,23769
1055,23743
1055,23744
1056,25489
1056,25355
1056,25474
1056,25404
1056,25371
1056,25494
1056,25485
1056,25436
1056,25421
1056,25437
1056,25373
1056,25336
1056,25462
1056,25495
1056,25469
1056,25482
1056,25365
1056,25451
1056,25492
1056,25429
1056,27498
1056,25370
1056,25497
1056,22869
1056,25491
1056,25499
1056,25337
1056,25488
1056,25335
1056,25364
1057,24211
1057,24147
1057,24222
1057,24256
1057,24326
1057,24620
1057,24238
1057,24223
1057,24226
1057,24250
1057,24253
1057,24217
1057,24257
1057,24329
1057,24235
1057,24248
1057,24245
1057,24232
1057,24321
1057,24327
1057,24637
1057,24601
1058,24361
1058,24796
1058,24589
1058,24109
1058,24625
1058,24360
1058,24358
1058,25590
1058,24244
1058,24814
1058,25575
1058,24797
1058,24247
1058,24787
1058,24631
1058,24113
1058,24768
1058,24646
1058,24811
1058,24783
1058,24647
1058,24802
1058,24794
1058,24251
1058,24369
1058,24398
1058,24259
1058,24816
1058,24806
1058,24214
1058,24790
1058,24366
1058,24241
1058,24367
1058,24805
1058,24364
1058,24161
1058,24800
1058,24791
1058,24351
1058,24634
1058,24220
1058,24242
1058,24819
1058,24808
1058,24622
1058,24799
1058,25585
1058,24784
1058,24340
1058,24782
1058,24594
1058,24357
1058,24793
1058,24354
1058,24582
1058,24229
1058,24254
1058,24239
1058,24363
1058,25557
1058,24119
1058,24809
1058,24813
1058,24644
1059,24405
1059,24888
1059,24996
1059,24885
1059,24399
1059,24872
1059,24850
1059,24941
1059,24977
1059,24991
1059,24882
1059,24870
1059,24997
1059,24893
1059,24407
1059,24992
1059,24986
1059,24879
1059,24873
1059,24963
1059,24864
1059,24891
1059,24857
1059,24887
1059,25868
1059,24980
1059,24878
1059,24884
1059,24852
1059,24899
1059,24994
1059,24848
1059,24876
1059,24896
1059,24897
1059,24867
1059,24376
1059,24817
1059,24976
1059,24860
1059,24983
1059,24988
1059,24401
1059,24890
1059,24866
1059,24881
1059,24869
1059,24863
1059,24955
1059,24803
1059,24837
1059,24402
1059,24960
1059,24861
1059,25879
1059,24404
1059,24875
1059,24894
1059,24392
1059,24969
1059,24999
1059,24855
1059,24966
1059,24409
1059,24989
1059,24975
1059,24972
1060,24643
1060,22850
1060,24623
1060,23818
1060,24610
1060,23820
1060,24568
1060,24626
1060,24576
1060,24632
1060,24635
1060,23813
1060,22844
1060,24598
1060,22848
1060,23829
1060,23824
1060,24628
1060,23823
1060,23815
1060,22851
1060,23795
1060,23812
1060,23827
1060,24616
1060,25486
1060,23821
1060,23816
1060,23866
1060,24619
1060,25479
1060,24640
1060,24558
1060,23845
1060,24649
1060,23719
1060,23826
1060,24641
1060,22846
1060,24638
1060,23867
1061,24613
1061,25591
1061,25572
1061,25582
1061,25377
1061,25593
1061,25348
1061,25548
1061,25554
1061,25573
1061,25368
1061,25524
1061,25599
1061,25576
1061,25563
1061,25578
1061,25379
1061,25581
1061,25569
1061,25376
1061,25566
1061,25587
1061,25597
1061,25358
1061,25596
1061,25579
1061,25551
1061,25361
1061,25584
1061,25560
1061,25594
1062,22927
1062,23843
1062,22964
1062,22952
1062,22889
1062,22113
1062,22885
1062,22969
1062,23863
1062,22926
1062,22962
1062,22946
1062,22967
1062,22949
1062,23858
1062,21509
1062,23869
1062,22145
1062,22941
1062,22965
1062,22955
1062,22956
12051,14774
12051,14772
12051,14776
3101,38104
3101,38112
3101,38110
3101,38118
3101,38124
3101,38126
3101,38114
3101,38120
3101,38023
3101,38116
3101,38102
3101,38108
3101,38100
3101,38106
4011,28335
4011,28195
4011,28277
4011,28215
4011,28207
4011,28239
4011,28719
4011,28357
4011,28237
4011,28755
4011,28779
4011,28355
4011,28209
4011,28203
4011,28213
4011,28217
4011,28211
4011,28279
4011,28201
4011,28757
4011,28777
4011,28325
4011,28219
4011,28259
4011,28327
4011,28717
4011,28197
4011,28205
4011,28199
4011,28359
4011,28759
4011,28329
4011,28307
12052,3046
12052,3050
12052,3054
12052,3055
12052,3042
12052,3051
12052,3048
12052,3053
12052,3044
14612,1279
14612,1277
14612,1328
14612,1156
14612,1465
14612,1219
14612,1129
14612,1159
14612,1169
14612,1189
14612,1259
14612,1187
14612,1237
14612,1326
14612,1307
14612,1108
14612,1324
14612,1099
14612,1097
14612,1127
14612,1309
14612,1239
14612,1139
14612,1109
14612,1069
14612,1157
14612,1217
14612,1067
9562,91056
9562,91058
1001,24944
1001,24943
1001,24937
15002,6118
15002,6130
15002,6126
15002,6108
15002,6132
15002,6110
15002,6116
15002,6114
15002,6112
15002,6120
15002,6122
15002,6128
1002,24159
1002,24103
1002,24145
1002,24114
1002,24111
1002,24116
1002,24149
1002,24118
1002,24146
1002,24105
1002,24106
1002,24143
9261,84034
9261,84030
14713,4229
14713,4288
14713,4277
14713,4275
14713,4289
14713,4249
14713,4158
14713,4205
14713,4155
14713,4179
14713,4328
14713,4315
14713,4329
14713,4319
14713,4157
14713,4178
14713,4207
14713,4318
14713,4349
14713,4209
14713,4356
14713,4129
14713,4107
14713,4177
14713,4103
14713,4299
14713,4109
14713,4317
14713,4159
14713,4347
14713,4105
14713,4279
14713,4357
1004,24534
1004,24536
1004,24537
12054,14480
12054,14478
12054,14476
12054,14469
12054,14471
12054,14461
12054,14473
12054,14467
13072,18055
13072,18147
13072,18146
13072,18119
13072,18107
13072,18057
13072,18069
13072,18109
16065,6577
16065,99713
16065,99707
16065,6556
16065,99718
16065,99706
16065,6571
5315,51107
5315,51067
5315,50937
5315,50825
5315,51061
5315,50827
5315,50668
5315,51149
5315,50997
5315,51145
5315,50969
5315,51105
5315,50767
5315,50823
5315,50739
5315,50769
5315,50933
5315,50939
5315,51147
5315,50670
5315,51069
5315,50859
5315,50667
5315,51063
5315,50858
5315,50935
5315,50676
5315,50999
5315,50829
5315,50733
5315,51103
5315,50674
5315,51109
5315,50678
5315,51065
5315,50677
5315,50996
5315,50968
5315,50737
5315,50679
5315,50765
5315,50735
5315,50931
5315,51143
6532,35768
6532,35619
6532,35625
6532,35583
6532,35759
6532,35641
6532,35585
6532,35580
6532,35576
6532,35644
6532,35649
6532,35578
6532,35688
6532,35708
6532,35713
6532,35638
6532,35689
6532,35579
6532,35756
6532,35586
6532,35582
6532,35690
6532,35753
6532,35614
6532,35686
6532,35647
6532,35716
6532,35685
6532,35584
6532,35606
6532,35684
6532,35764
6532,35581
6532,35745
6532,35633
6532,35767
6532,35683
6532,35687
15003,39108
15003,39120
15003,39110
15003,39104
15003,39116
15003,39112
15003,39126
15003,39114
15003,39130
15003,39128
15003,39014
15003,39118
15003,39106
15003,39122
7131,53533
7131,56746
7131,53508
7131,53518
7131,53474
7131,53498
7131,53501
7131,53507
7131,53534
7131,53520
7131,56651
7131,53424
7131,56653
7131,53426
7131,56656
7131,56659
7131,53505
7131,53506
9771,86511
9771,86570
9771,86508
9771,86559
9771,86316
9771,82297
9771,86504
9771,86453
9771,86415
9771,86568
9771,86576
9771,86510
9771,86674
9771,86438
9771,86495
9771,86574
9771,86444
9771,86577
9771,86556
9771,86573
9771,86551
9771,86554
7132,57578
7132,57612
7132,57539
7132,51598
7132,57632
7132,57562
7132,57581
7132,57589
7132,57520
7132,57577
7132,57636
7132,57580
7132,57610
7132,57635
7132,57638
7132,57518
7132,56593
7132,57641
7132,57567
7132,57572
7132,57584
7132,57555
7132,56594
7132,57587
7132,57537
7132,57548
9171,84577
9171,84503
9171,84576
9171,84543
9171,84489
9171,84513
9171,84508
9171,84553
9171,84547
9171,84571
9171,84524
9171,84533
9171,84568
9171,84558
9171,84561
9171,84556
9171,84550
9171,84518
9171,84567
7331,67596
7331,67578
7331,67598
7331,67580
7331,55232
7331,55578
7331,67574
7331,55286
7331,55291
7331,55234
7331,55288
7331,67592
7331,67599
7331,67575
7331,55597
7331,67593
7331,67595
7331,67577
7331,55237
7331,67590
7331,55599
7331,55239
7331,67582
9571,91734
9571,91732
9571,91589
9571,91717
9571,91629
9571,91590
9571,91607
9571,91622
9571,91614
9571,91604
9571,91592
9571,91628
9571,91731
9571,91722
9571,91541
9571,91586
9571,91746
9571,91631
9571,91560
9571,91595
9571,91602
9571,91610
9571,91580
9571,91617
9571,91620
9571,91575
9571,91626
9571,91623
9571,91608
9571,91725
9571,91743
9571,91564
9571,91598
9571,91599
9571,91550
9571,91572
9571,91749
9571,91740
9571,91726
9571,91596
9571,91611
9571,91587
9571,91625
9571,91634
9571,91578
9571,91601
9571,91555
9571,91583
9571,91635
9571,91744
9571,91567
9571,91616
9571,91737
9571,91632
9571,91639
9571,90599
9671,63773
9671,63879
9671,63814
9671,63857
9671,63826
9671,63811
9671,63860
9671,63846
9671,63856
9671,63801
9671,63874
9671,63791
9671,63872
9671,63875
9671,63762
9671,63828
9671,63831
9671,63755
9671,63867
9671,63796
9671,63825
9671,63864
9671,63869
9671,63877
9671,63829
9671,63808
9671,63768
9671,63776
9772,86830
9772,86424
9772,86459
9772,86507
9772,86405
9772,86485
9772,86477
9772,86482
9772,86456
9772,86695
9772,86679
9772,86863
9772,86877
9772,86836
9772,86872
9772,86441
9772,86866
9772,86853
9772,86368
9772,86707
9772,86500
9772,86494
9772,86343
9772,86850
9772,86486
9772,86356
9772,86462
9772,86672
9772,86391
9772,86399
9772,86497
9772,86845
9772,86678
9772,86856
9772,86517
9772,86465
9772,86450
9772,86420
9772,86514
3452,26524
3452,26736
3452,26553
3452,26607
3452,26506
3452,26571
3452,26759
3452,26532
3452,26639
3452,26632
3452,26624
3452,26605
3452,26529
3452,26629
3452,26548
3452,26579
7332,67161
7332,67159
7332,67251
7332,67149
7332,67147
7332,67246
7332,67283
7332,67256
7332,67310
7332,67319
7332,67278
7332,67468
7332,67157
7332,67311
7332,67150
7332,67472
7332,67269
7332,67475
7332,67169
7332,67146
7332,67229
7332,67158
7332,67152
7332,67098
7332,67317
7332,67471
7332,67466
7332,67454
7332,67280
7332,67167
7332,67473
7332,67316
7332,67273
7332,67281
9672,97772
9672,97720
9672,97688
9672,97517
9672,97729
9672,97762
9672,97792
9672,97723
9672,97705
9672,97714
9672,97797
9672,97786
9672,97789
9672,97795
9672,97779
9672,97769
9672,97702
9672,97725
9672,97799
9672,97727
9672,97711
9672,97717
7133,55621
7133,55590
7133,55546
7133,55595
7133,55619
7133,55593
7133,67827
7133,55566
7133,55568
7133,55585
7133,55596
7133,55444
7133,55629
7133,55606
7133,55543
7133,67824
7133,55569
7133,55442
7133,55559
7133,67829
7133,55571
7133,55618
7133,55583
7133,55627
7133,55452
7133,67826
7133,55592
7133,55450
9173,83671
9173,82549
9173,83646
9173,83676
9173,82431
9173,82515
9173,82057
9173,82432
9173,83623
9173,82547
9173,83679
9173,82544
9173,82538
9173,82444
9173,82541
9173,83674
9173,83661
9173,83677
9173,83670
12060,16248
12060,16359
12060,16225
12060,16244
12060,16321
12060,16227
12060,16247
12060,16348
12060,16352
12060,16230
12060,16356
14625,2733
14625,2692
14625,1900
14625,1920
14625,2689
14625,2999
14625,1896
14625,2699
14625,2694
14625,2991
14625,2994
14625,1917
14625,1936
14625,1454
14625,1906
14625,2633
14625,2977
14625,2997
14625,2625
14625,1477
14625,1877
14625,1458
14625,1904
14625,2627
14625,2979
14625,2681
9472,91344
9472,95490
9472,95482
9472,95694
9472,95463
9472,95491
9472,91289
9472,95473
9472,95496
9472,91257
9472,95494
9472,91278
9472,91287
9472,95503
9472,95460
9472,95500
9472,91282
9472,95515
9472,95469
9472,95488
9472,91347
9472,95517
9472,95686
9472,96142
9472,95466
9472,95493
9472,95485
9472,95511
7231,54533
7231,54492
7231,54483
7231,54411
7231,54470
7231,54539
7231,54347
7231,54536
7231,54534
7231,54526
7231,56843
7231,54497
7231,54472
7231,54518
7231,54486
7231,54516
7231,54498
7231,56861
7231,54531
7231,54484
7231,54528
7231,56841
7231,54426
7231,54538
7231,54424
7231,54487
7231,54524
8426,88525
8426,88427
8426,88499
8426,88436
8426,88456
8426,88484
8426,88430
8426,88447
8426,88471
8426,88459
8426,88524
8426,88489
8426,88448
8426,88451
8426,88444
8426,88454
8426,88400
8426,88487
8426,88486
8426,88480
8426,88521
8426,88477
8426,88483
8426,88457
8426,88433
8426,88437
8426,88453
8426,88422
8426,88348
8426,88450
8426,88441
8426,88515
8426,88527
7134,55767
7134,55624
7134,55743
7134,55758
7134,55776
7134,55765
7134,55777
7134,55774
7134,55779
7134,55608
7134,55756
7134,55768
8315,79294
8315,79282
8315,79285
8315,79224
8315,79868
8315,79859
8315,79189
8315,79856
8315,79227
8315,79254
8315,79252
8315,79853
8315,79256
8315,79238
8315,79299
8315,79292
8315,79379
8315,79426
8315,79423
8315,79843
8315,79219
8315,79356
8315,79241
8315,79291
8315,79427
8315,79274
8315,79244
8315,79206
8315,79194
8315,79199
8315,79288
8315,79249
8315,79410
8315,79874
8315,79424
8315,79877
8315,79268
8315,79283
8315,79271
8315,79232
8315,79289
8315,79286
8315,79871
8315,79295
8315,79395
8315,79280
8315,79235
8315,79258
3351,29355
3351,29352
3351,29331
3351,29356
3351,29364
3351,29345
3351,29223
3351,29348
3351,29361
3351,29362
3351,29225
3351,29308
3351,29229
3351,29221
3351,29336
3351,29342
3351,29313
3351,29323
3351,29227
3351,29358
3351,29303
3351,29353
3351,29351
3351,29359
3351,29328
3351,29339
9473,96482
9473,96476
9473,96237
9473,96274
9473,96472
9473,96269
9473,96486
9473,96479
9473,96465
9473,96489
9473,96253
9473,96279
9473,96145
9473,96271
9473,96487
9473,96484
7135,56859
7135,56761
7135,56253
7135,56823
7135,56254
7135,56856
7135,56821
7135,56814
7135,56862
7135,56812
7135,56867
7135,56864
7135,56766
7135,56825
7135,56865
7135,56826
7135,56820
7135,56828
7135,56829
7135,56754
7135,56858
7135,56759
3352,21782
3352,21776
3352,27607
3352,27638
3352,27472
3352,21770
3352,21789
3352,27478
3352,21772
3352,21769
3352,21755
3352,21775
3352,21784
3352,27474
3352,21781
3352,27624
3352,21762
3352,21745
3352,21785
3352,27476
3352,27639
3352,21787
3352,21765
3352,27619
3352,27612
3352,27637
3352,27616
3352,21763
3352,21756
9174,85221
9174,86567
9174,85254
9174,85259
9174,85247
9174,85232
9174,85757
9174,85235
9174,85253
9174,85229
9174,85250
9174,85241
9174,85258
9174,85256
9174,85778
9174,85244
12061,15926
12061,15741
12061,15938
12061,15748
12061,15910
12061,15757
12061,15732
12061,15745
12061,15751
12061,15868
12061,15749
12061,15754
12061,15746
12061,15711
12061,15913
12061,15752
12061,15907
12061,15758
12061,15755
9271,94562
9271,94557
9271,94527
9271,94508
9271,94530
9271,94526
9271,94539
9271,94571
9271,94547
9271,94447
9271,94554
9271,94560
9271,94574
9271,94541
9271,94577
9271,94563
9271,94505
9271,94532
9271,94550
9271,94491
9271,94551
9271,94469
9271,94486
9271,94569
3251,49406
3251,49419
3251,27327
3251,49448
3251,49453
3251,27239
3251,27254
3251,27249
3251,49356
3251,49459
3251,28844
3251,27305
3251,28816
3251,27245
3251,27246
3251,27251
3251,27259
3251,27252
3251,27248
3251,49457
3251,27330
3251,27232
3251,27257
3251,28857
9773,89428
9773,89420
9773,89407
9773,89443
9773,86657
9773,89426
9773,89441
9773,86637
9773,89435
9773,89437
9773,89440
9773,89344
9773,89415
9773,89431
9773,89423
9773,86502
9773,89449
9773,89353
9773,86647
9773,89434
9773,89447
9773,89432
9773,89446
9773,89438
9773,89429
9779,86738
9779,86684
9779,86685
9779,86747
9779,86742
9779,86757
9779,86709
9779,86687
9779,86655
9779,86692
9779,86650
9779,86735
9779,86733
9779,86751
9779,86720
9779,86754
9779,86700
9779,86675
9779,86736
9779,86682
9779,86703
9779,86750
9779,86688
9779,86704
9779,86759
9779,86732
9779,86698
9779,86641
9779,86745
9779,86694
9779,86744
9779,86690
9779,86748
9779,86681
9779,86663
9779,86756
9779,86660
9779,86609
9779,86753
9779,86739
9779,86741
9175,83565
9175,85560
9175,83550
9175,85667
9175,85643
9175,85614
9175,85591
9175,83553
9175,85652
9175,85567
9175,85658
9175,85586
9175,85646
9175,85604
9175,85625
9175,85665
9175,85661
9175,85598
9175,85599
9175,85617
12062,4938
12062,4936
12062,3246
12062,4924
12062,4916
12062,3253
12062,4895
12062,4928
12062,3249
12062,4934
12062,4932
12062,3238
12062,4910
3454,26904
3454,49808
3454,26909
3454,49844
3454,49779
3454,26897
3454,49762
3454,49809
3454,26906
3454,49751
3454,26907
3454,26903
3454,26901
3454,49777
3454,26871
3454,49733
3454,49740
3454,49811
3454,49716
3454,49744
3454,49757
3454,49774
3454,26899
3454,48480
3454,49832
3454,49767
3454,48488
3454,26892
3454,48499
3454,49838
9572,91096
9572,96172
9572,91325
9572,91315
9572,91097
9572,91083
9572,91074
9572,96193
9572,91086
9572,90562
9572,90542
9572,91350
9572,91091
9572,91088
9572,91093
9572,91080
9572,91054
9572,91487
9572,91475
9572,91334
9572,91085
9474,91336
9474,91367
9474,91352
9474,91349
9474,91364
9474,91355
9474,91358
9474,91286
9474,91365
9474,91094
9474,91099
9474,91369
9474,91322
9474,91346
9474,91077
9474,91338
9474,91356
9474,91327
9474,91330
9474,91353
9474,91320
9474,91301
9474,91361
9474,91362
9474,91359
9178,85408
9178,85386
9178,85416
9178,85419
9178,85417
9178,85411
9178,85354
9178,85414
9178,85777
9178,85399
9178,85307
9178,85356
9178,85410
9178,85405
9178,84104
9178,85406
9178,85376
9178,85413
9178,84072
9178,85368
9178,85375
9178,85395
9178,85391
9573,90587
9573,90547
9573,90613
9573,90574
9573,90556
9573,91452
9573,90617
9573,90513
9573,90522
9573,90614
9180,82418
9180,82499
9180,82467
9180,82496
9180,82494
9180,82439
9180,82442
9180,82438
9180,82435
9180,82493
9180,82445
9180,82490
9180,82497
9180,82488
9180,82441
9180,82447
9180,82481
9180,82487
9180,82449
9180,82491
7334,67378
7334,76768
7334,76756
7334,76773
7334,67365
7334,76761
7334,76744
7334,67363
7334,76870
7334,76751
7334,76770
7334,76872
7334,67360
7334,76764
7334,67366
7334,76767
7334,67368
7334,76774
7334,76777
7334,76771
7334,76779
7334,76726
7334,67361
3151,29367
3151,38550
3151,29369
3151,29379
3151,38467
3151,38527
3151,38524
3151,38547
3151,38477
3151,29393
3151,38468
3151,38465
3151,38470
3151,29378
3151,38543
3151,38557
3151,38536
3151,38539
3151,29399
3151,29386
3151,29392
3151,38553
3151,38556
3151,38474
3151,38554
3151,38533
3151,38559
3151,38179
3151,38476
3151,38473
3151,38551
3151,38528
3151,38479
3151,38542
3151,38471
3151,29396
3151,38531
3151,29365
3151,38518
3153,38678
3153,37444
3153,38707
3153,38700
3153,38667
3153,38709
3153,38644
3153,38640
3153,38685
3153,38729
3153,38690
3153,38704
3153,38723
16067,99192
16067,99897
16067,99100
16067,99887
16067,99867
16067,99880
16067,99885
16067,99894
16067,99891
3456,49828
3456,49835
3456,49847
3456,48527
3456,48529
3456,48455
3456,49843
3456,48531
3456,48465
3456,49846
3456,49824
16076,7958
16076,7570
16076,7557
16076,7580
16076,7973
16076,7586
16076,7554
16076,7937
16076,7950
16076,7955
16076,7589
16076,7987
16076,7980
16076,7989
14626,2785
14626,2827
14626,2779
14626,2742
14626,2736
14626,2796
14626,2708
14626,2747
14626,2763
14626,2739
14626,2957
14626,2923
14626,2829
14626,2959
14626,2788
14626,2799
14626,2953
14626,2899
14626,2906
14626,2794
14626,2797
14626,2782
14626,2791
14626,2894
14626,2727
14626,2956
14626,2929
14626,2943
14626,2748
14626,2828
14626,2826
3152,37139
3152,37077
3152,37124
3152,37115
3152,37447
3152,37197
3152,37120
3152,37085
3152,37199
3152,37130
3152,37434
3152,37075
3152,37136
3152,37073
3152,37079
3152,37412
3152,37441
3152,37081
3152,37127
3152,37539
3152,37133
3152,37431
3152,37449
3152,37083
3152,37445
3152,34355
3152,34346
3152,37520
9774,86519
9774,89312
9774,86381
9774,86470
9774,86505
9774,89362
9774,89358
9774,89352
9774,86488
9774,89335
9774,86479
9774,89364
9774,86480
9774,89368
9774,86473
9774,89346
9774,89343
9774,89356
9774,86489
9774,86476
9774,86513
9774,86483
9774,89361
9774,89365
9774,89367
9774,89359
9774,89349
9774,89350
9774,89347
9774,89355
9774,89331
9774,89340
3353,21647
3353,21228
3353,21435
3353,21649
3353,21266
3353,21217
3353,21423
3353,21438
3353,21444
3353,21218
3353,21445
3353,21256
3353,21274
3353,21442
3353,21436
3353,21279
3353,21244
3353,21646
3353,21376
3353,21220
3353,21271
3353,21441
3353,21227
3353,21258
3353,21259
3353,21224
3353,21261
3353,21272
3353,21255
3353,21629
3353,21439
15085,38879
15085,38895
15085,6484
15085,38877
15085,38838
15085,38828
15085,39397
15085,38836
15085,38875
15085,38889
15085,6493
15085,38855
15085,38822
15085,38820
15085,6463
15085,6458
15085,6502
15085,38829
15085,38899
15085,38871
15085,38835
12063,14627
12063,14662
12063,14712
12063,14612
12063,14715
12063,14727
12063,14728
12063,14669
12063,14641
12063,14624
12063,14656
9674,96176
9674,96181
9674,97519
9674,96126
9674,97539
9674,97475
9674,96166
9674,97531
9674,97461
9674,96106
9674,96188
9674,97478
9674,97496
9674,97437
9674,97491
9674,96151
9674,97483
9674,96190
9674,97514
9674,96184
9674,97503
9674,97500
9674,97494
9674,97486
3358,29633
3358,29649
3358,29699
3358,29640
3358,29614
3358,29690
3358,29646
3358,27336
3358,29683
3358,29643
3358,29664
8135,89168
8135,89564
8135,89555
8135,89542
8135,89567
8135,89547
8135,89522
8135,89518
8135,89561
8135,89551
8135,89568
8135,89537
8125,74189
8125,74388
8125,74374
8125,74245
8125,74930
8125,74177
8125,74246
8125,74382
8125,74193
8125,74906
8125,74337
8125,74389
8125,74912
8125,74252
8125,74172
8125,74199
8125,74226
8125,74243
8125,74397
8125,71543
8125,75031
8125,74249
8125,74832
8125,74259
8125,74254
8125,74831
8125,74255
8125,74360
8125,74936
8125,74363
8125,74182
8125,74196
8125,71718
8125,74211
8125,74336
8125,74232
8125,75050
8125,74257
8125,74219
8125,74348
8125,74251
8125,74235
8125,74861
8125,71717
8125,74229
8125,74248
8125,74206
8125,74223
3154,38382
3154,38379
3154,38385
3154,38154
3154,38376
3154,38387
3154,38350
3154,38462
3154,38368
3154,38384
3154,38464
3154,38388
3154,38458
3154,38364
3154,38373
3154,38375
3154,38378
3154,38459
3154,38165
3154,38372
3154,38381
16069,98678
16069,98669
16069,98646
16069,98673
16069,98666
16069,98667
16069,98630
16069,98553
16069,98663
16069,98660
3254,31162
3254,31174
3254,31171
3254,31097
3254,31028
3254,31134
3254,31087
3254,31137
3254,31196
3254,31185
3254,31199
3254,31079
3254,31180
3254,31157
3254,31188
3254,31032
3254,31093
3254,31088
3254,31085
3254,31094
3254,31135
3254,31191
3254,31167
3254,31089
3254,31177
3254,31091
3254,31035
3254,31008
3254,31139
3254,31141
3254,31033
3254,31084
3254,31029
3254,31061
3254,31096
3254,31195
3254,31099
3254,31036
9475,95234
9475,95237
9475,95183
9475,95239
9475,95233
9475,95152
9475,95119
9475,95189
9475,95192
9475,95213
9475,95236
9475,95176
9475,95138
9475,95126
9475,95180
9475,95179
9475,95111
9475,95197
9475,95131
9475,95182
9475,95188
9475,95191
9475,95194
9475,95145
3255,31868
3255,37619
3255,37697
3255,37633
3255,37649
3255,37620
3255,37643
3255,37632
3255,37691
3255,37627
3255,37699
3255,37642
3255,37640
3255,37635
3255,31073
3255,37647
3255,37603
7335,67735
7335,67700
7335,67691
7335,67705
7335,67732
7335,67699
7335,67680
7335,67701
7335,67734
7335,66879
7335,67688
7335,67693
7335,66882
7335,66862
7335,66892
7335,67707
7335,66877
7335,67706
7335,66849
7335,67697
7335,67731
7335,67737
7335,66851
7335,67685
7335,67686
7335,67677
7335,67678
9273,84094
9273,93348
9273,93309
9273,84089
9273,93351
9273,93356
9273,93359
9273,84106
9273,93077
9273,93333
9273,93339
9273,84048
9273,93345
9273,93354
9273,93352
9273,93343
9273,93358
9273,84085
9273,84091
9273,84097
9273,93346
9273,93326
9675,97353
9675,97320
9675,97332
9675,97350
9675,97357
9675,97340
9675,97355
9675,97348
9675,97342
9675,97359
9675,97337
9675,97346
9675,96160
9675,97318
9476,96369
9476,96361
9476,96349
9476,96358
9476,96365
9476,96337
9476,96317
9476,96332
9476,96364
9476,96355
9476,96367
9476,96328
9476,96268
9476,96342
9476,96346
9476,96277
9477,95358
9477,95509
9477,95361
9477,95355
9477,95346
9477,95367
9477,95362
9477,95339
9477,96197
9477,95369
9477,95336
9477,95364
9477,95356
9477,95359
9477,95326
9477,95499
9477,95365
9477,95512
9477,95502
9477,95349
7336,67742
7336,67759
7336,67754
7336,66901
7336,66904
7336,67744
7336,67757
7336,66909
7336,66914
7336,67746
7336,67753
7336,67745
7336,66903
7336,67752
7336,67749
7336,66871
7336,67756
7336,66869
7336,66885
7336,66916
7336,67748
7336,66907
9181,86947
9181,86492
9181,86935
9181,86919
9181,82279
9181,86981
9181,86928
9181,86931
9181,86940
9181,86944
9181,86911
9181,86920
9181,86929
9181,86932
9181,86941
9181,86946
9181,86922
9181,86857
9181,86938
9181,82269
9181,86925
9181,86926
9181,86899
9181,86916
9181,86974
9181,86859
9181,86937
9181,86949
9181,86943
9181,86934
3457,26789
3457,26817
3457,26810
3457,26802
3457,26847
3457,26842
3457,26831
3457,26757
3457,26849
3457,26845
3457,26835
3457,26670
3457,26826
14729,4688
14729,4821
14729,4567
14729,4565
14729,4651
14729,4643
14729,4574
14729,4683
14729,4668
14729,4552
14729,4523
14729,4687
14729,4680
14729,4657
14729,4564
14729,4579
14729,4451
14729,4460
14729,4808
14729,4539
14729,4416
14729,4824
14729,4463
14729,4828
14729,4655
14729,4575
14729,4654
14729,4571
14729,4685
14729,4420
14729,4827
9478,96275
9478,96247
9478,96224
9478,96257
9478,96272
9478,96260
9478,96250
9478,96215
9478,96231
9776,88145
9776,88161
9776,88138
9776,88142
9776,88167
9776,88178
9776,88131
9776,88175
9776,88149
9776,88171
8336,79588
8336,79592
8336,79669
8336,79595
8336,79599
8336,79597
8336,79697
8336,79576
8336,79683
8336,79674
8336,79699
8336,79591
8336,79400
8336,79589
8336,79513
8336,79650
8336,79541
8336,79695
8336,79739
8336,79688
8336,79677
8336,79594
8336,79618
8336,79578
8336,79539
8336,79694
8336,79639
8336,79691
8336,79689
8336,79686
8336,79418
8336,79692
8336,79685
8336,79429
8336,79415
8336,79540
3355,21337
3355,21391
3355,21409
3355,21407
3355,21379
3355,21385
3355,21354
3355,21449
3355,21522
3355,21371
3355,21335
3355,21400
3355,21447
3355,21368
3355,21365
3355,21360
3355,21398
3355,21358
3355,21401
3355,21369
3355,21386
3355,21397
3355,21382
3355,21406
3355,21339
3355,21388
3355,21380
3355,21357
3355,21403
7339,55262
7339,55283
7339,55424
7339,55457
7339,55271
7339,55278
7339,55411
7339,55257
7339,55435
7339,55576
7339,67586
7339,55425
7339,67583
7339,55459
7339,55268
7339,55299
7339,67587
7339,67585
7339,55263
7339,55276
7339,55413
7339,55294
7339,55296
7339,55218
7339,55422
7339,55437
7137,56191
7137,56321
7137,56333
7137,56330
7137,56637
7137,56753
7137,56575
7137,56630
7137,56745
7137,56322
7137,56642
7137,56751
7137,56648
7137,56170
7137,56626
7137,56294
7137,56218
7137,56736
7137,56727
7137,56299
7137,56295
7137,56182
7137,56645
7137,56220
7137,56743
7137,56323
7137,56332
7137,56729
14627,1619
14627,1561
