country_code,statisticalAreaCode,statisticalArea,year,gdp
FRA,FR72,Auvergne,1980,15540.0
FRA,FR81,Languedoc-Roussillon,1980,22687.0
FRA,FR82,Provence-Alpes-Côte d'Azur,1980,56944.0
FRA,FR83,Corse,1980,2750.0
DEU,DE11,"Stuttgart, Regierungsbezirk",1980,60694.0
DEU,DE12,"Karlsruhe, Regierungsbezirk",1980,40031.0
DEU,DE13,"Freiburg, Regierungsbezirk",1980,26793.0
DEU,DE14,"Tübingen, Regierungsbezirk",1980,21671.0
DEU,DE21,"Oberbayern, Regierungsbezirk",1980,67229.0
DEU,DE22,"Niederbayern, Regierungsbezirk",1980,11698.0
DEU,DE23,"Oberpfalz, Regierungsbezirk",1980,10709.0
DEU,DE24,"Oberfranken, Regierungsbezirk",1980,13489.0
DEU,DE25,"Mittelfranken, Regierungsbezirk",1980,22994.0
DEU,DE26,"Unterfranken, Regierungsbezirk",1980,14260.0
DEU,DE27,"Schwaben, Regierungsbezirk",1980,20052.0
DEU,DE30,Berlin,1980,46250.0
DEU,DE40,Brandenburg,1980,26403.0
DEU,DE50,Bremen,1980,14093.0
DEU,DE60,Hamburg,1980,40651.0
DEU,DE71+DE72,Darmstadt and Giessen,1980,75604.0
DEU,DE73,"Kassel, Regierungsbezirk",1980,16327.0
DEU,DE80,Mecklenburg-Vorpommern,1980,19840.0
DEU,DE91+DE92,Statistische Regionen Braunschweig und Hannover,1980,52865.0
DEU,DE93,Statistische Region Lüneburg,1980,15169.0
DEU,DE94,Statistische Region Weser-Ems,1980,27383.0
DEU,DEA1,"Düsseldorf, Regierungsbezirk",1980,85816.0
DEU,DEA2,"Köln, Regierungsbezirk",1980,60486.0
DEU,DEA3,"Münster, Regierungsbezirk",1980,30832.0
DEU,DEA4,"Detmold, Regierungsbezirk",1980,24719.0
DEU,DEA5,"Arnsberg, Regierungsbezirk",1980,52306.0
DEU,DEB1,Statistische Region Koblenz,1980,16446.0
DEU,DEB2,Statistische Region Trier,1980,5731.0
DEU,DEB3,Statistische Region Rheinhessen-Pfalz,1980,27173.0
DEU,DEC0,Saarland,1980,14048.0
DEU,DED2,"Dresden, NUTS 2-Region",1980,19722.0
DEU,DED4,"Chemnitz, NUTS 2-Region",1980,21900.0
DEU,DED5,"Leipzig, NUTS 2-Region",1980,14910.0
DEU,DEE0,Sachsen-Anhalt,1980,33049.0
DEU,DEF0,Schleswig-Holstein,1980,33681.0
DEU,DEG0,Thüringen,1980,27977.0
GBR,UKI,London Counties,1980,114967.0
GBR,UKH+UKJ,Rest of SouthEast,1980,165472.0
GBR,UKK,SouthWest,1980,52283.0
GBR,UKG,West Midlands,1980,61591.0
GBR,UKF,East  Midlands,1980,47707.0
GBR,UKC+UKD,North,1980,117118.0
GBR,UKE,Yorks  & Humberside,1980,58587.0
GBR,UKL,Wales,1980,30528.0
GBR,UKM,Scotland,1980,64469.0
GBR,UKN,Northern Ireland,1980,14805.0
FRA,FR10,Île de France,1990,293506.0
FRA,FR21,Champagne-Ardenne,1990,22544.0
FRA,FR22,Picardie,1990,27901.0
FRA,FR23,Haute-Normandie,1990,28971.0
FRA,FR24,Centre,1990,39862.0
FRA,FR25,Basse-Normandie,1990,20759.0
FRA,FR26,Bourgogne,1990,25925.0
FRA,FR30,Nord - Pas-de-Calais,1990,55914.0
FRA,FR41,Lorraine,1990,34906.0
FRA,FR42,Alsace,1990,30092.0
FRA,FR43,Franche-Comté,1990,17162.0
FRA,FR51,Pays de la Loire,1990,46791.0
FRA,FR52,Bretagne,1990,40515.0
FRA,FR53,Poitou-Charentes,1990,23340.0
FRA,FR61,Aquitaine,1990,44223.0
FRA,FR62,Midi-Pyrénées,1990,38354.0
FRA,FR63,Limousin,1990,10770.0
FRA,FR71,Rhône-Alpes,1990,98965.0
FRA,FR72,Auvergne,1990,20376.0
FRA,FR81,Languedoc-Roussillon,1990,30265.0
FRA,FR82,Provence-Alpes-Côte d'Azur,1990,71847.0
FRA,FR83,Corse,1990,3504.0
DEU,DE11,"Stuttgart, Regierungsbezirk",1990,78337.0
DEU,DE12,"Karlsruhe, Regierungsbezirk",1990,51668.0
DEU,DE13,"Freiburg, Regierungsbezirk",1990,33073.0
DEU,DE14,"Tübingen, Regierungsbezirk",1990,28746.0
DEU,DE21,"Oberbayern, Regierungsbezirk",1990,92511.0
DEU,DE22,"Niederbayern, Regierungsbezirk",1990,16463.0
DEU,DE23,"Oberpfalz, Regierungsbezirk",1990,14916.0
DEU,DE24,"Oberfranken, Regierungsbezirk",1990,18004.0
DEU,DE25,"Mittelfranken, Regierungsbezirk",1990,30074.0
DEU,DE26,"Unterfranken, Regierungsbezirk",1990,19423.0
DEU,DE27,"Schwaben, Regierungsbezirk",1990,27053.0
DEU,DE30,Berlin,1990,41751.0
DEU,DE40,Brandenburg,1990,19535.0
DEU,DE50,Bremen,1990,15634.0
DEU,DE60,Hamburg,1990,47795.0
DEU,DE71+DE72,Darmstadt and Giessen,1990,106405.0
DEU,DE73,"Kassel, Regierungsbezirk",1990,21254.0
DEU,DE80,Mecklenburg-Vorpommern,1990,13204.0
DEU,DE91+DE92,Statistische Regionen Braunschweig und Hannover,1990,62230.0
DEU,DE93,Statistische Region Lüneburg,1990,18694.0
DEU,DE94,Statistische Region Weser-Ems,1990,33897.0
DEU,DEA1,"Düsseldorf, Regierungsbezirk",1990,93704.0
DEU,DEA2,"Köln, Regierungsbezirk",1990,70412.0
DEU,DEA3,"Münster, Regierungsbezirk",1990,36561.0
DEU,DEA4,"Detmold, Regierungsbezirk",1990,30494.0
DEU,DEA5,"Arnsberg, Regierungsbezirk",1990,58997.0
DEU,DEB1,Statistische Region Koblenz,1990,19716.0
DEU,DEB2,Statistische Region Trier,1990,6878.0
DEU,DEB3,Statistische Region Rheinhessen-Pfalz,1990,31333.0
DEU,DEC0,Saarland,1990,16419.0
DEU,DED2,"Dresden, NUTS 2-Region",1990,13175.0
DEU,DED4,"Chemnitz, NUTS 2-Region",1990,10679.0
DEU,DED5,"Leipzig, NUTS 2-Region",1990,8741.0
DEU,DEE0,Sachsen-Anhalt,1990,19449.0
DEU,DEF0,Schleswig-Holstein,1990,40232.0
DEU,DEG0,Thüringen,1990,16978.0
GBR,UKI,London Counties,1990,142099.0
GBR,UKH+UKJ,Rest of SouthEast,1990,230165.0
GBR,UKK,SouthWest,1990,73158.0
GBR,UKG,West Midlands,1990,80152.0
GBR,UKF,East  Midlands,1990,64071.0
GBR,UKC+UKD,North,1990,140899.0
GBR,UKE,Yorks  & Humberside,1990,71343.0
GBR,UKL,Wales,1990,40501.0
GBR,UKM,Scotland,1990,81486.0
GBR,UKN,Northern Ireland,1990,20615.0
FRA,FR10,Île de France,2000,362145.0
FRA,FR21,Champagne-Ardenne,2000,26229.0
FRA,FR22,Picardie,2000,31865.0
FRA,FR23,Haute-Normandie,2000,33902.0
FRA,FR24,Centre,2000,46277.0
FRA,FR25,Basse-Normandie,2000,24190.0
FRA,FR26,Bourgogne,2000,29269.0
FRA,FR30,Nord - Pas-de-Calais,2000,65407.0
FRA,FR41,Lorraine,2000,39622.0
FRA,FR42,Alsace,2000,36165.0
FRA,FR43,Franche-Comté,2000,20390.0
FRA,FR51,Pays de la Loire,2000,61277.0
FRA,FR52,Bretagne,2000,52651.0
FRA,FR53,Poitou-Charentes,2000,29000.0
FRA,FR61,Aquitaine,2000,54882.0
FRA,FR62,Midi-Pyrénées,2000,47591.0
FRA,FR63,Limousin,2000,12096.0
FRA,FR71,Rhône-Alpes,2000,121721.0
FRA,FR72,Auvergne,2000,22743.0
FRA,FR81,Languedoc-Roussillon,2000,37961.0
FRA,FR82,Provence-Alpes-Côte d'Azur,2000,88579.0
FRA,FR83,Corse,2000,4300.0
DEU,DE11,"Stuttgart, Regierungsbezirk",2000,92665.0
DEU,DE12,"Karlsruhe, Regierungsbezirk",2000,57966.0
DEU,DE13,"Freiburg, Regierungsbezirk",2000,40122.0
DEU,DE14,"Tübingen, Regierungsbezirk",2000,34801.0
DEU,DE21,"Oberbayern, Regierungsbezirk",2000,109821.0
DEU,DE22,"Niederbayern, Regierungsbezirk",2000,20299.0
DEU,DE23,"Oberpfalz, Regierungsbezirk",2000,19818.0
DEU,DE24,"Oberfranken, Regierungsbezirk",2000,18842.0
DEU,DE25,"Mittelfranken, Regierungsbezirk",2000,34415.0
DEU,DE26,"Unterfranken, Regierungsbezirk",2000,24844.0
DEU,DE27,"Schwaben, Regierungsbezirk",2000,32389.0
DEU,DE30,Berlin,2000,61987.0
DEU,DE40,Brandenburg,2000,33350.0
DEU,DE50,Bremen,2000,16898.0
DEU,DE60,Hamburg,2000,58115.0
DEU,DE71+DE72,Darmstadt and Giessen,2000,120453.0
DEU,DE73,"Kassel, Regierungsbezirk",2000,22802.0
DEU,DE80,Mecklenburg-Vorpommern,2000,22199.0
DEU,DE91+DE92,Statistische Regionen Braunschweig und Hannover,2000,70208.0
DEU,DE93,Statistische Region Lüneburg,2000,23458.0
DEU,DE94,Statistische Region Weser-Ems,2000,41103.0
DEU,DEA1,"Düsseldorf, Regierungsbezirk",2000,109704.0
DEU,DEA2,"Köln, Regierungsbezirk",2000,90342.0
DEU,DEA3,"Münster, Regierungsbezirk",2000,42599.0
DEU,DEA4,"Detmold, Regierungsbezirk",2000,39244.0
DEU,DEA5,"Arnsberg, Regierungsbezirk",2000,64439.0
DEU,DEB1,Statistische Region Koblenz,2000,24951.0
DEU,DEB2,Statistische Region Trier,2000,7866.0
DEU,DEB3,Statistische Region Rheinhessen-Pfalz,2000,36445.0
DEU,DEC0,Saarland,2000,18954.0
DEU,DED2,"Dresden, NUTS 2-Region",2000,22006.0
DEU,DED4,"Chemnitz, NUTS 2-Region",2000,20596.0
DEU,DED5,"Leipzig, NUTS 2-Region",2000,13860.0
DEU,DEE0,Sachsen-Anhalt,2000,32040.0
DEU,DEF0,Schleswig-Holstein,2000,47922.0
DEU,DEG0,Thüringen,2000,29406.0
GBR,UKI,London Counties,2000,209363.0
GBR,UKH+UKJ,Rest of SouthEast,2000,305646.0
GBR,UKK,SouthWest,2000,94597.0
GBR,UKG,West Midlands,2000,97432.0
GBR,UKF,East  Midlands,2000,78567.0
GBR,UKC+UKD,North,2000,164085.0
GBR,UKE,Yorks  & Humberside,2000,88907.0
GBR,UKL,Wales,2000,46532.0
GBR,UKM,Scotland,2000,98011.0
GBR,UKN,Northern Ireland,2000,27913.0
FRA,FR10,Île de France,2010,419249.0
FRA,FR21,Champagne-Ardenne,2010,24522.0
FRA,FR22,Picardie,2010,31200.0
FRA,FR23,Haute-Normandie,2010,34094.0
FRA,FR24,Centre,2010,45660.0
FRA,FR25,Basse-Normandie,2010,24495.0
FRA,FR26,Bourgogne,2010,28879.0
FRA,FR30,Nord - Pas-de-Calais,2010,69442.0
FRA,FR41,Lorraine,2010,38450.0
FRA,FR42,Alsace,2010,36043.0
FRA,FR43,Franche-Comté,2010,19741.0
FRA,FR51,Pays de la Loire,2010,67209.0
FRA,FR52,Bretagne,2010,55748.0
FRA,FR53,Poitou-Charentes,2010,30281.0
FRA,FR61,Aquitaine,2010,60623.0
FRA,FR62,Midi-Pyrénées,2010,53560.0
FRA,FR63,Limousin,2010,11848.0
FRA,FR71,Rhône-Alpes,2010,132636.0
FRA,FR72,Auvergne,2010,22856.0
FRA,FR81,Languedoc-Roussillon,2010,43434.0
FRA,FR82,Provence-Alpes-Côte d'Azur,2010,99087.0
FRA,FR83,Corse,2010,5508.0
DEU,DE11,"Stuttgart, Regierungsbezirk",2010,100358.0
DEU,DE12,"Karlsruhe, Regierungsbezirk",2010,62894.0
DEU,DE13,"Freiburg, Regierungsbezirk",2010,43765.0
DEU,DE14,"Tübingen, Regierungsbezirk",2010,39479.0
DEU,DE21,"Oberbayern, Regierungsbezirk",2010,123170.0
DEU,DE22,"Niederbayern, Regierungsbezirk",2010,24318.0
DEU,DE23,"Oberpfalz, Regierungsbezirk",2010,23064.0
DEU,DE24,"Oberfranken, Regierungsbezirk",2010,20709.0
DEU,DE25,"Mittelfranken, Regierungsbezirk",2010,37966.0
DEU,DE26,"Unterfranken, Regierungsbezirk",2010,27411.0
DEU,DE27,"Schwaben, Regierungsbezirk",2010,36933.0
DEU,DE30,Berlin,2010,67016.0
DEU,DE40,Brandenburg,2010,37029.0
DEU,DE50,Bremen,2010,17851.0
DEU,DE60,Hamburg,2010,62317.0
DEU,DE71+DE72,Darmstadt and Giessen,2010,123673.0
DEU,DE73,"Kassel, Regierungsbezirk",2010,24153.0
DEU,DE80,Mecklenburg-Vorpommern,2010,23482.0
DEU,DE91+DE92,Statistische Regionen Braunschweig und Hannover,2010,75826.0
DEU,DE93,Statistische Region Lüneburg,2010,24437.0
DEU,DE94,Statistische Region Weser-Ems,2010,45673.0
DEU,DEA1,"Düsseldorf, Regierungsbezirk",2010,119989.0
DEU,DEA2,"Köln, Regierungsbezirk",2010,97155.0
DEU,DEA3,"Münster, Regierungsbezirk",2010,48356.0
DEU,DEA4,"Detmold, Regierungsbezirk",2010,41367.0
DEU,DEA5,"Arnsberg, Regierungsbezirk",2010,68936.0
DEU,DEB1,Statistische Region Koblenz,2010,26887.0
DEU,DEB2,Statistische Region Trier,2010,8664.0
DEU,DEB3,Statistische Region Rheinhessen-Pfalz,2010,39408.0
DEU,DEC0,Saarland,2010,20163.0
DEU,DED2,"Dresden, NUTS 2-Region",2010,24591.0
DEU,DED4,"Chemnitz, NUTS 2-Region",2010,22198.0
DEU,DED5,"Leipzig, NUTS 2-Region",2010,15783.0
DEU,DEE0,Sachsen-Anhalt,2010,34319.0
DEU,DEF0,Schleswig-Holstein,2010,49131.0
DEU,DEG0,Thüringen,2010,31642.0
GBR,UKI,London Counties,2010,297249.0
GBR,UKH+UKJ,Rest of SouthEast,2010,375813.0
GBR,UKK,SouthWest,2010,115043.0
GBR,UKG,West Midlands,2010,109408.0
GBR,UKF,East  Midlands,2010,93157.0
GBR,UKC+UKD,North,2010,189958.0
GBR,UKE,Yorks  & Humberside,2010,102626.0
GBR,UKL,Wales,2010,53409.0
GBR,UKM,Scotland,2010,120881.0
GBR,UKN,Northern Ireland,2010,33547.0
FRA,FR10,Île de France,2015,444883.0
FRA,FR21,Champagne-Ardenne,2015,24886.0
FRA,FR22,Picardie,2015,31936.0
FRA,FR23,Haute-Normandie,2015,35477.0
FRA,FR24,Centre,2015,47027.0
FRA,FR25,Basse-Normandie,2015,26005.0
FRA,FR26,Bourgogne,2015,30487.0
FRA,FR30,Nord - Pas-de-Calais,2015,73573.0
FRA,FR41,Lorraine,2015,39320.0
FRA,FR42,Alsace,2015,38546.0
FRA,FR43,Franche-Comté,2015,20093.0
FRA,FR51,Pays de la Loire,2015,73692.0
FRA,FR52,Bretagne,2015,61787.0
FRA,FR53,Poitou-Charentes,2015,32821.0
FRA,FR61,Aquitaine,2015,65009.0
FRA,FR62,Midi-Pyrénées,2015,59534.0
FRA,FR63,Limousin,2015,12264.0
FRA,FR71,Rhône-Alpes,2015,144027.0
FRA,FR72,Auvergne,2015,24600.0
FRA,FR81,Languedoc-Roussillon,2015,45952.0
FRA,FR82,Provence-Alpes-Côte d'Azur,2015,103010.0
FRA,FR83,Corse,2015,5818.0
DEU,DE11,"Stuttgart, Regierungsbezirk",2015,114107.0
DEU,DE12,"Karlsruhe, Regierungsbezirk",2015,66673.0
DEU,DE13,"Freiburg, Regierungsbezirk",2015,46466.0
DEU,DE14,"Tübingen, Regierungsbezirk",2015,42403.0
DEU,DE21,"Oberbayern, Regierungsbezirk",2015,141562.0
DEU,DE22,"Niederbayern, Regierungsbezirk",2015,25633.0
DEU,DE23,"Oberpfalz, Regierungsbezirk",2015,24534.0
DEU,DE24,"Oberfranken, Regierungsbezirk",2015,21109.0
DEU,DE25,"Mittelfranken, Regierungsbezirk",2015,40868.0
DEU,DE26,"Unterfranken, Regierungsbezirk",2015,28262.0
DEU,DE27,"Schwaben, Regierungsbezirk",2015,39486.0
DEU,DE30,Berlin,2015,72674.0
DEU,DE40,Brandenburg,2015,38218.0
DEU,DE50,Bremen,2015,18490.0
DEU,DE60,Hamburg,2015,63959.0
DEU,DE71+DE72,Darmstadt and Giessen,2015,175019.0
DEU,DE73,"Kassel, Regierungsbezirk",2015,24196.0
DEU,DE80,Mecklenburg-Vorpommern,2015,23336.0
DEU,DE91+DE92,Statistische Regionen Braunschweig und Hannover,2015,59612.0
DEU,DE93,Statistische Region Lüneburg,2015,24977.0
DEU,DE94,Statistische Region Weser-Ems,2015,46618.0
DEU,DEA1,"Düsseldorf, Regierungsbezirk",2015,119385.0
DEU,DEA2,"Köln, Regierungsbezirk",2015,100891.0
DEU,DEA3,"Münster, Regierungsbezirk",2015,47425.0
DEU,DEA4,"Detmold, Regierungsbezirk",2015,42026.0
DEU,DEA5,"Arnsberg, Regierungsbezirk",2015,68149.0
DEU,DEB1,Statistische Region Koblenz,2015,27229.0
DEU,DEB2,Statistische Region Trier,2015,8784.0
DEU,DEB3,Statistische Region Rheinhessen-Pfalz,2015,41221.0
DEU,DEC0,Saarland,2015,20503.0
DEU,DED2,"Dresden, NUTS 2-Region",2015,26068.0
DEU,DED4,"Chemnitz, NUTS 2-Region",2015,22131.0
DEU,DED5,"Leipzig, NUTS 2-Region",2015,17742.0
DEU,DEE0,Sachsen-Anhalt,2015,32905.0
DEU,DEF0,Schleswig-Holstein,2015,50109.0
DEU,DEG0,Thüringen,2015,33252.0
GBR,UKI,London Counties,2015,352804.0
GBR,UKH+UKJ,Rest of SouthEast,2015,368095.0
GBR,UKK,SouthWest,2015,117476.0
GBR,UKG,West Midlands,2015,111661.0
GBR,UKF,East  Midlands,2015,91261.0
GBR,UKC+UKD,North,2015,192565.0
GBR,UKE,Yorks  & Humberside,2015,102277.0
GBR,UKL,Wales,2015,52011.0
GBR,UKM,Scotland,2015,118644.0
GBR,UKN,Northern Ireland,2015,32081.0
