country_code,statisticalAreaCode,statisticalArea,year,share_industry
DEU,DE94,Statistische Region Weser-Ems,1980,0.359
DEU,DEA1,"Düsseldorf, Regierungsbezirk",1980,0.445
DEU,DEA2,"Köln, Regierungsbezirk",1980,0.399
DEU,DEA3,"Münster, Regierungsbezirk",1980,0.444
DEU,DEA4,"Detmold, Regierungsbezirk",1980,0.47
DEU,DEA5,"Arnsberg, Regierungsbezirk",1980,0.495
DEU,DEB1,Statistische Region Koblenz,1980,0.376
DEU,DEB2,Statistische Region Trier,1980,0.318
DEU,DEB3,Statistische Region Rheinhessen-Pfalz,1980,0.432
DEU,DEC0,Saarland,1980,0.449
DEU,DED2,"Dresden, NUTS 2-Region",1980,0.572
DEU,DED4,"Chemnitz, NUTS 2-Region",1980,0.629
DEU,DED5,"Leipzig, NUTS 2-Region",1980,0.544
DEU,DEE0,Sachsen-Anhalt,1980,0.52
DEU,DEF0,Schleswig-Holstein,1980,0.302
DEU,DEG0,Thüringen,1980,0.56
GBR,UKI,London Counties,1980,0.315
GBR,UKH+UKJ,Rest of SouthEast,1980,0.402
GBR,UKK,SouthWest,1980,0.334
GBR,UKG,West Midlands,1980,0.471
GBR,UKF,East  Midlands,1980,0.409
GBR,UKC+UKD,North,1980,0.39
GBR,UKE,Yorks  & Humberside,1980,0.426
GBR,UKL,Wales,1980,0.38
GBR,UKM,Scotland,1980,0.365
GBR,UKN,Northern Ireland,1980,0.33
FRA,FR10,Île de France,1990,0.261
FRA,FR21,Champagne-Ardenne,1990,0.342
FRA,FR22,Picardie,1990,0.363
FRA,FR23,Haute-Normandie,1990,0.359
FRA,FR24,Centre,1990,0.348
FRA,FR25,Basse-Normandie,1990,0.306
FRA,FR26,Bourgogne,1990,0.324
FRA,FR30,Nord - Pas-de-Calais,1990,0.331
FRA,FR41,Lorraine,1990,0.345
FRA,FR42,Alsace,1990,0.368
FRA,FR43,Franche-Comté,1990,0.405
FRA,FR51,Pays de la Loire,1990,0.329
FRA,FR52,Bretagne,1990,0.267
FRA,FR53,Poitou-Charentes,1990,0.286
FRA,FR61,Aquitaine,1990,0.26
FRA,FR62,Midi-Pyrénées,1990,0.267
FRA,FR63,Limousin,1990,0.281
FRA,FR71,Rhône-Alpes,1990,0.353
FRA,FR72,Auvergne,1990,0.316
FRA,FR81,Languedoc-Roussillon,1990,0.22
FRA,FR82,Provence-Alpes-Côte d'Azur,1990,0.23
FRA,FR83,Corse,1990,0.189
DEU,DE11,"Stuttgart, Regierungsbezirk",1990,0.462
DEU,DE12,"Karlsruhe, Regierungsbezirk",1990,0.4
DEU,DE13,"Freiburg, Regierungsbezirk",1990,0.41
DEU,DE14,"Tübingen, Regierungsbezirk",1990,0.435
DEU,DE21,"Oberbayern, Regierungsbezirk",1990,0.318
DEU,DE22,"Niederbayern, Regierungsbezirk",1990,0.402
DEU,DE23,"Oberpfalz, Regierungsbezirk",1990,0.395
DEU,DE24,"Oberfranken, Regierungsbezirk",1990,0.454
DEU,DE25,"Mittelfranken, Regierungsbezirk",1990,0.39
DEU,DE26,"Unterfranken, Regierungsbezirk",1990,0.399
DEU,DE27,"Schwaben, Regierungsbezirk",1990,0.402
DEU,DE30,Berlin,1990,0.343
DEU,DE40,Brandenburg,1990,0.438
DEU,DE50,Bremen,1990,0.294
DEU,DE60,Hamburg,1990,0.229
DEU,DE71+DE72,Darmstadt and Giessen,1990,0.342
DEU,DE73,"Kassel, Regierungsbezirk",1990,0.359
DEU,DE80,Mecklenburg-Vorpommern,1990,0.338
DEU,DE91+DE92,Statistische Regionen Braunschweig und Hannover,1990,0.352
DEU,DE93,Statistische Region Lüneburg,1990,0.271
DEU,DE94,Statistische Region Weser-Ems,1990,0.324
DEU,DEA1,"Düsseldorf, Regierungsbezirk",1990,0.375
DEU,DEA2,"Köln, Regierungsbezirk",1990,0.339
DEU,DEA3,"Münster, Regierungsbezirk",1990,0.384
DEU,DEA4,"Detmold, Regierungsbezirk",1990,0.429
DEU,DEA5,"Arnsberg, Regierungsbezirk",1990,0.431
DEU,DEB1,Statistische Region Koblenz,1990,0.341
DEU,DEB2,Statistische Region Trier,1990,0.301
DEU,DEB3,Statistische Region Rheinhessen-Pfalz,1990,0.386
DEU,DEC0,Saarland,1990,0.39
DEU,DED2,"Dresden, NUTS 2-Region",1990,0.539
DEU,DED4,"Chemnitz, NUTS 2-Region",1990,0.595
DEU,DED5,"Leipzig, NUTS 2-Region",1990,0.503
DEU,DEE0,Sachsen-Anhalt,1990,0.484
DEU,DEF0,Schleswig-Holstein,1990,0.269
DEU,DEG0,Thüringen,1990,0.522
GBR,UKI,London Counties,1990,0.203
GBR,UKH+UKJ,Rest of SouthEast,1990,0.285
GBR,UKK,SouthWest,1990,0.281
GBR,UKG,West Midlands,1990,0.384
GBR,UKF,East  Midlands,1990,0.376
GBR,UKC+UKD,North,1990,0.335
GBR,UKE,Yorks  & Humberside,1990,0.347
GBR,UKL,Wales,1990,0.322
GBR,UKM,Scotland,1990,0.3
GBR,UKN,Northern Ireland,1990,0.267
FRA,FR10,Île de France,2000,0.17
FRA,FR21,Champagne-Ardenne,2000,0.275
FRA,FR22,Picardie,2000,0.286
FRA,FR23,Haute-Normandie,2000,0.289
FRA,FR24,Centre,2000,0.279
FRA,FR25,Basse-Normandie,2000,0.264
FRA,FR26,Bourgogne,2000,0.268
FRA,FR30,Nord - Pas-de-Calais,2000,0.257
FRA,FR41,Lorraine,2000,0.34
FRA,FR42,Alsace,2000,0.299
FRA,FR43,Franche-Comté,2000,0.325
FRA,FR51,Pays de la Loire,2000,0.28
FRA,FR52,Bretagne,2000,0.241
FRA,FR53,Poitou-Charentes,2000,0.243
FRA,FR61,Aquitaine,2000,0.21
FRA,FR62,Midi-Pyrénées,2000,0.22
FRA,FR63,Limousin,2000,0.24
FRA,FR71,Rhône-Alpes,2000,0.279
FRA,FR72,Auvergne,2000,0.27
FRA,FR81,Languedoc-Roussillon,2000,0.173
FRA,FR82,Provence-Alpes-Côte d'Azur,2000,0.172
FRA,FR83,Corse,2000,0.154
DEU,DE11,"Stuttgart, Regierungsbezirk",2000,0.366
DEU,DE12,"Karlsruhe, Regierungsbezirk",2000,0.321
DEU,DE13,"Freiburg, Regierungsbezirk",2000,0.352
DEU,DE14,"Tübingen, Regierungsbezirk",2000,0.363
DEU,DE21,"Oberbayern, Regierungsbezirk",2000,0.249
DEU,DE22,"Niederbayern, Regierungsbezirk",2000,0.359
DEU,DE23,"Oberpfalz, Regierungsbezirk",2000,0.35
DEU,DE24,"Oberfranken, Regierungsbezirk",2000,0.375
DEU,DE25,"Mittelfranken, Regierungsbezirk",2000,0.316
DEU,DE26,"Unterfranken, Regierungsbezirk",2000,0.341
DEU,DE27,"Schwaben, Regierungsbezirk",2000,0.344
DEU,DE30,Berlin,2000,0.177
DEU,DE40,Brandenburg,2000,0.274
DEU,DE50,Bremen,2000,0.239
DEU,DE60,Hamburg,2000,0.169
DEU,DE71+DE72,Darmstadt and Giessen,2000,0.246
DEU,DE73,"Kassel, Regierungsbezirk",2000,0.297
DEU,DE80,Mecklenburg-Vorpommern,2000,0.234
DEU,DE91+DE92,Statistische Regionen Braunschweig und Hannover,2000,0.283
DEU,DE93,Statistische Region Lüneburg,2000,0.244
DEU,DE94,Statistische Region Weser-Ems,2000,0.282
DEU,DEA1,"Düsseldorf, Regierungsbezirk",2000,0.264
DEU,DEA2,"Köln, Regierungsbezirk",2000,0.239
DEU,DEA3,"Münster, Regierungsbezirk",2000,0.289
DEU,DEA4,"Detmold, Regierungsbezirk",2000,0.344
DEU,DEA5,"Arnsberg, Regierungsbezirk",2000,0.337
DEU,DEB1,Statistische Region Koblenz,2000,0.295
DEU,DEB2,Statistische Region Trier,2000,0.282
DEU,DEB3,Statistische Region Rheinhessen-Pfalz,2000,0.301
DEU,DEC0,Saarland,2000,0.319
DEU,DED2,"Dresden, NUTS 2-Region",2000,0.296
DEU,DED4,"Chemnitz, NUTS 2-Region",2000,0.348
DEU,DED5,"Leipzig, NUTS 2-Region",2000,0.252
DEU,DEE0,Sachsen-Anhalt,2000,0.288
DEU,DEF0,Schleswig-Holstein,2000,0.227
DEU,DEG0,Thüringen,2000,0.318
GBR,UKI,London Counties,2000,0.139
GBR,UKH+UKJ,Rest of SouthEast,2000,0.218
GBR,UKK,SouthWest,2000,0.224
GBR,UKG,West Midlands,2000,0.292
GBR,UKF,East  Midlands,2000,0.279
GBR,UKC+UKD,North,2000,0.255
GBR,UKE,Yorks  & Humberside,2000,0.264
GBR,UKL,Wales,2000,0.233
GBR,UKM,Scotland,2000,0.228
GBR,UKN,Northern Ireland,2000,0.239
FRA,FR10,Île de France,2010,0.14
FRA,FR21,Champagne-Ardenne,2010,0.246
FRA,FR22,Picardie,2010,0.246
FRA,FR23,Haute-Normandie,2010,0.259
FRA,FR24,Centre,2010,0.248
FRA,FR25,Basse-Normandie,2010,0.247
FRA,FR26,Bourgogne,2010,0.236
FRA,FR30,Nord - Pas-de-Calais,2010,0.219
FRA,FR41,Lorraine,2010,0.26
FRA,FR42,Alsace,2010,0.263
FRA,FR43,Franche-Comté,2010,0.283
FRA,FR51,Pays de la Loire,2010,0.254
FRA,FR52,Bretagne,2010,0.223
FRA,FR53,Poitou-Charentes,2010,0.223
FRA,FR61,Aquitaine,2010,0.198
FRA,FR62,Midi-Pyrénées,2010,0.208
FRA,FR63,Limousin,2010,0.211
FRA,FR71,Rhône-Alpes,2010,0.245
FRA,FR72,Auvergne,2010,0.243
FRA,FR81,Languedoc-Roussillon,2010,0.166
FRA,FR82,Provence-Alpes-Côte d'Azur,2010,0.165
FRA,FR83,Corse,2010,0.169
DEU,DE11,"Stuttgart, Regierungsbezirk",2010,0.324
DEU,DE12,"Karlsruhe, Regierungsbezirk",2010,0.281
DEU,DE13,"Freiburg, Regierungsbezirk",2010,0.317
DEU,DE14,"Tübingen, Regierungsbezirk",2010,0.334
DEU,DE21,"Oberbayern, Regierungsbezirk",2010,0.215
DEU,DE22,"Niederbayern, Regierungsbezirk",2010,0.331
DEU,DE23,"Oberpfalz, Regierungsbezirk",2010,0.333
DEU,DE24,"Oberfranken, Regierungsbezirk",2010,0.323
DEU,DE25,"Mittelfranken, Regierungsbezirk",2010,0.279
DEU,DE26,"Unterfranken, Regierungsbezirk",2010,0.306
DEU,DE27,"Schwaben, Regierungsbezirk",2010,0.315
DEU,DE30,Berlin,2010,0.125
DEU,DE40,Brandenburg,2010,0.221
DEU,DE50,Bremen,2010,0.192
DEU,DE60,Hamburg,2010,0.13
DEU,DE71+DE72,Darmstadt and Giessen,2010,0.204
DEU,DE73,"Kassel, Regierungsbezirk",2010,0.268
DEU,DE80,Mecklenburg-Vorpommern,2010,0.189
DEU,DE91+DE92,Statistische Regionen Braunschweig und Hannover,2010,0.236
DEU,DE93,Statistische Region Lüneburg,2010,0.207
DEU,DE94,Statistische Region Weser-Ems,2010,0.256
DEU,DEA1,"Düsseldorf, Regierungsbezirk",2010,0.212
DEU,DEA2,"Köln, Regierungsbezirk",2010,0.189
DEU,DEA3,"Münster, Regierungsbezirk",2010,0.241
DEU,DEA4,"Detmold, Regierungsbezirk",2010,0.288
DEU,DEA5,"Arnsberg, Regierungsbezirk",2010,0.279
DEU,DEB1,Statistische Region Koblenz,2010,0.265
DEU,DEB2,Statistische Region Trier,2010,0.261
DEU,DEB3,Statistische Region Rheinhessen-Pfalz,2010,0.256
DEU,DEC0,Saarland,2010,0.279
DEU,DED2,"Dresden, NUTS 2-Region",2010,0.255
DEU,DED4,"Chemnitz, NUTS 2-Region",2010,0.315
DEU,DED5,"Leipzig, NUTS 2-Region",2010,0.201
DEU,DEE0,Sachsen-Anhalt,2010,0.254
DEU,DEF0,Schleswig-Holstein,2010,0.195
DEU,DEG0,Thüringen,2010,0.294
GBR,UKI,London Counties,2010,0.108
GBR,UKH+UKJ,Rest of SouthEast,2010,0.177
GBR,UKK,SouthWest,2010,0.189
GBR,UKG,West Midlands,2010,0.22
GBR,UKF,East  Midlands,2010,0.229
GBR,UKC+UKD,North,2010,0.2
GBR,UKE,Yorks  & Humberside,2010,0.212
GBR,UKL,Wales,2010,0.208
GBR,UKM,Scotland,2010,0.207
GBR,UKN,Northern Ireland,2010,0.197
FRA,FR10,Île de France,2015,0.12
FRA,FR21,Champagne-Ardenne,2015,0.217
FRA,FR22,Picardie,2015,0.215
FRA,FR23,Haute-Normandie,2015,0.23
FRA,FR24,Centre,2015,0.214
FRA,FR25,Basse-Normandie,2015,0.216
FRA,FR26,Bourgogne,2015,0.199
FRA,FR30,Nord - Pas-de-Calais,2015,0.186
FRA,FR41,Lorraine,2015,0.213
FRA,FR42,Alsace,2015,0.223
FRA,FR43,Franche-Comté,2015,0.237
FRA,FR51,Pays de la Loire,2015,0.23
FRA,FR52,Bretagne,2015,0.198
FRA,FR53,Poitou-Charentes,2015,0.194
FRA,FR61,Aquitaine,2015,0.184
FRA,FR62,Midi-Pyrénées,2015,0.184
FRA,FR63,Limousin,2015,0.173
FRA,FR71,Rhône-Alpes,2015,0.213
FRA,FR72,Auvergne,2015,0.209
FRA,FR81,Languedoc-Roussillon,2015,0.144
FRA,FR82,Provence-Alpes-Côte d'Azur,2015,0.144
FRA,FR83,Corse,2015,0.169
DEU,DE11,"Stuttgart, Regierungsbezirk",2015,0.327
DEU,DE12,"Karlsruhe, Regierungsbezirk",2015,0.273
DEU,DE13,"Freiburg, Regierungsbezirk",2015,0.312
DEU,DE14,"Tübingen, Regierungsbezirk",2015,0.336
DEU,DE21,"Oberbayern, Regierungsbezirk",2015,0.219
DEU,DE22,"Niederbayern, Regierungsbezirk",2015,0.331
DEU,DE23,"Oberpfalz, Regierungsbezirk",2015,0.339
DEU,DE24,"Oberfranken, Regierungsbezirk",2015,0.321
DEU,DE25,"Mittelfranken, Regierungsbezirk",2015,0.278
DEU,DE26,"Unterfranken, Regierungsbezirk",2015,0.303
DEU,DE27,"Schwaben, Regierungsbezirk",2015,0.316
DEU,DE30,Berlin,2015,0.12
DEU,DE40,Brandenburg,2015,0.221
DEU,DE50,Bremen,2015,0.194
DEU,DE60,Hamburg,2015,0.128
DEU,DE71+DE72,Darmstadt and Giessen,2015,0.165
DEU,DE73,"Kassel, Regierungsbezirk",2015,0.271
DEU,DE80,Mecklenburg-Vorpommern,2015,0.185
DEU,DE91+DE92,Statistische Regionen Braunschweig und Hannover,2015,0.237
DEU,DE93,Statistische Region Lüneburg,2015,0.204
DEU,DE94,Statistische Region Weser-Ems,2015,0.251
DEU,DEA1,"Düsseldorf, Regierungsbezirk",2015,0.209
DEU,DEA2,"Köln, Regierungsbezirk",2015,0.186
DEU,DEA3,"Münster, Regierungsbezirk",2015,0.239
DEU,DEA4,"Detmold, Regierungsbezirk",2015,0.286
DEU,DEA5,"Arnsberg, Regierungsbezirk",2015,0.275
DEU,DEB1,Statistische Region Koblenz,2015,0.268
DEU,DEB2,Statistische Region Trier,2015,0.263
DEU,DEB3,Statistische Region Rheinhessen-Pfalz,2015,0.251
DEU,DEC0,Saarland,2015,0.276
DEU,DED2,"Dresden, NUTS 2-Region",2015,0.256
DEU,DED4,"Chemnitz, NUTS 2-Region",2015,0.317
DEU,DED5,"Leipzig, NUTS 2-Region",2015,0.192
DEU,DEE0,Sachsen-Anhalt,2015,0.251
DEU,DEF0,Schleswig-Holstein,2015,0.196
DEU,DEG0,Thüringen,2015,0.293
GBR,UKI,London Counties,2015,0.099
GBR,UKH+UKJ,Rest of SouthEast,2015,0.158
GBR,UKK,SouthWest,2015,0.177
GBR,UKG,West Midlands,2015,0.188
GBR,UKF,East  Midlands,2015,0.188
GBR,UKC+UKD,North,2015,0.16
GBR,UKE,Yorks  & Humberside,2015,0.181
GBR,UKL,Wales,2015,0.191
GBR,UKM,Scotland,2015,0.177
GBR,UKN,Northern Ireland,2015,0.198
