country,key,statisticalArea1,statisticalArea1Code,statisticalArea2,statisticalArea2Code,statisticalArea3,statisticalArea3Code
USA,FL.Hardee,Florida,FL,Lakeland,,Hardee,12049
USA,FL.Hendry,Florida,FL,Port St. Lucie,,Hendry,12051
USA,FL.Hernando,Florida,FL,Tampa,,Hernando,12053
USA,FL.Highlands,Florida,FL,Lakeland,,Highlands,12055
USA,FL.Hillsborough,Florida,FL,Tampa,,Hillsborough,12057
USA,FL.Holmes,Florida,FL,Tallahassee,,Holmes,12059
USA,FL.IndianRiver,Florida,FL,Palm Bay,,Indian River,12061
USA,FL.Jackson,Florida,FL,Tallahassee,,Jackson,12063
USA,FL.Jefferson,Florida,FL,Tallahassee,,Jefferson,12065
USA,FL.Lafayette,Florida,FL,Lake City,,Lafayette,12067
USA,FL.Lake,Florida,FL,Orlando,,Lake,12069
USA,FL.Lee,Florida,FL,Cape Coral,,Lee,12071
USA,FL.Leon,Florida,FL,Tallahassee,,Leon,12073
USA,FL.Levy,Florida,FL,Gainesville,,Levy,12075
USA,FL.Liberty,Florida,FL,Tallahassee,,Liberty,12077
USA,FL.Madison,Florida,FL,Lake City,,Madison,12079
USA,FL.Manatee,Florida,FL,Sarasota,,Manatee,12081
USA,FL.Marion,Florida,FL,Ocala,,Marion,12083
USA,FL.Martin,Florida,FL,Port St. Lucie,,Martin,12085
USA,FL.Miami-Dade,Florida,FL,Miami,,Miami-Dade,12086
USA,FL.Monroe,Florida,FL,Miami,,Monroe,12087
USA,FL.Nassau,Florida,FL,Jacksonville,,Nassau,12089
USA,FL.Okaloosa,Florida,FL,Pensacola,,Okaloosa,12091
USA,FL.Okeechobee,Florida,FL,Port St. Lucie,,Okeechobee,12093
USA,FL.Orange,Florida,FL,Orlando,,Orange,12095
USA,FL.Osceola,Florida,FL,Orlando,,Osceola,12097
USA,FL.PalmBeach,Florida,FL,Port St. Lucie,,Palm Beach,12099
USA,FL.Pasco,Florida,FL,Tampa,,Pasco,12101
USA,FL.Pinellas,Florida,FL,Tampa,,Pinellas,12103
USA,FL.Polk,Florida,FL,Lakeland,,Polk,12105
USA,FL.Putnam,Florida,FL,Deltona,,Putnam,12107
USA,FL.SantaRosa,Florida,FL,Pensacola,,Santa Rosa,12113
