statisticalAreaCode ,statisticalArea ,year ,population_raw,population
UKG1,Herefordshire  Worcestershire and Warwickshire,1961,901466,920947.583497053
UKG2,Shropshire and Staffordshire,1961,849028,1194361.6529371
UKG3,West Midlands,1961,2670072,2757891.11517334
UKH1,East Anglia,1961,1376824,1550757.45392559
UKH2,Bedfordshire and Hertfordshire,1961,896057,1234170.71654571
UKH3,Essex,1961,847462,1074872.16783887
UKI3,Inner London - West,1961,1225762,1256527.97925057
UKI4,Inner London - East,1961,2194601,2243393.88342723
UKI5,Outer London - East and North East,1961,1634921,1652139.98683089
UKI6,Outer London - South,1961,1125985,1135531.11405378
UKI7,Outer London - West and North West,1961,1743307,1759012.89673846
UKJ1,Berkshire  Buckinghamshire and Oxfordshire,1961,1287207,1492980.03124427
UKJ2,Surrey  East and West Sussex,1961,1737209,2032875.73328847
UKJ3,Hampshire and Isle of Wight,1961,824127,1148388.75545785
UKJ4,Kent,1961,1011786,1259261.1848607
UKK1,Gloucestershire  Wiltshire and Bath/Bristol area,1961,1160509,1869879.15106692
UKK2,Dorset and Somerset,1961,600926,843738.200480341
UKK3,Cornwall and Isles of Scilly,1961,340790,357271.394334173
UKK4,Devon,1961,517299,884656.313986524
UKL1,West Wales and The Valleys,1961,1318055,1768777.9100912
UKL2,East Wales,1961,2264158,928653.267263931
UKM5,North Eastern Scotland,1961,434923,408128.68075875
UKM6,Highlands and Islands,1961,374569,588370.857724273
UKM7,Eastern Scotland,1961,1645896,1858793.93650646
UKM8,West Central Scotland,1961,1847521.5,1743441.16779515
UKM9,Southern Scotland,1961,930440.75,788863.410143965
UKN0,Northern Ireland,1961,1425042,1425042
UKC1,Tees Valley and Durham,1971,510836,1212437.93803492
UKC2,Northumberland and Tyne and Wear,1971,1489425,1532247.93472253
UKD1,Cumbria,1971,487954,505808.667554188
UKD3,Greater Manchester,1971,2709027,2789502.05135042
UKD4,Lancashire,1971,1084718,1403818.14333656
UKD6,Cheshire,1971,889987,777036.45830188
UKD7,Merseyside,1971,1639774,1839912.5693612
UKE1,East Yorkshire and Northern Lincolnshire,1971,276269,893967.831566238
UKE2,North Yorkshire,1971,687527,957104.309782732
UKE3,South Yorkshire,1971,2637099,2715750.02250812
UKE4,West Yorkshire,1971,4120990,4267239.91217434
UKF1,Derbyshire and Nottinghamshire,1971,1365915,1878515.17210814
UKF2,Leicestershire  Rutland and Northamptonshire,1971,995290,1288067.22707054
UKF3,Lincolnshire,1971,502860,523677.38315575
UKG1,Herefordshire  Worcestershire and Warwickshire,1971,1025499,1047661.06090373
UKG2,Shropshire and Staffordshire,1971,956297,1345261.2465299
UKG3,West Midlands,1971,2769209,2860288.74770345
UKH1,East Anglia,1971,1561515,1758780.37110525
UKH2,Bedfordshire and Hertfordshire,1971,1063124,1464277.95202419
UKH3,Essex,1971,1085133,1376320.42510873
UKI3,Inner London - West,1971,1081000,1108132.52945504
UKI4,Inner London - East,1971,1903000,1945309.67595569
UKI5,Outer London - East and North East,1971,1587000,1603714.28289233
UKI6,Outer London - South,1971,1126000,1135546.24122395
UKI7,Outer London - West and North West,1971,1709000,1724396.81623835
UKJ1,Berkshire  Buckinghamshire and Oxfordshire,1971,1529903,1774473.43647191
UKJ2,Surrey  East and West Sussex,1971,1979608,2316530.17260659
UKJ3,Hampshire and Isle of Wight,1971,1066459,1486068.92354798
UKJ4,Kent,1971,1205015,1499752.53331724
UKK1,Gloucestershire  Wiltshire and Bath/Bristol area,1971,1224591,1973131.77190714
UKK2,Dorset and Somerset,1971,682704,958559.696902332
UKK3,Cornwall and Isles of Scilly,1971,379063,397395.365329073
UKK4,Devon,1971,556617,951895.796284619
UKL1,West Wales and The Valleys,1971,1385210.5,1858897.94676731
UKL2,East Wales,1971,2338813.7645671,959273.62135818
UKM5,North Eastern Scotland,1971,444234,416866.057596822
UKM6,Highlands and Islands,1971,385847,606086.276067527
UKM7,Eastern Scotland,1971,1620119,1829682.66137041
UKM8,West Central Scotland,1971,1800575,1699139.4041708
UKM9,Southern Scotland,1971,976747.5,828124.05163853
UKN0,Northern Ireland,1971,1536065,1536065
UKC1,Tees Valley and Durham,1981,497506,1180800
UKC2,Northumberland and Tyne and Wear,1981,1414822,1455500
UKD1,Cumbria,1981,464214,481200
UKD3,Greater Manchester,1981,2542764,2618300
UKD4,Lancashire,1981,1070641,1385600
UKD6,Cheshire,1981,927284,809600
UKD7,Merseyside,1981,1466598,1645600
UKE1,East Yorkshire and Northern Lincolnshire,1981,265030,857600
UKE2,North Yorkshire,1981,486173,676800
UKE3,South Yorkshire,1981,1279538,1317700
UKE4,West Yorkshire,1981,1995772,2066600
UKF1,Derbyshire and Nottinghamshire,1981,1387645,1908400
UKF2,Leicestershire  Rutland and Northamptonshire,1981,1075058,1391300
UKF3,Lincolnshire,1981,531113,553100
UKG1,Herefordshire  Worcestershire and Warwickshire,1981,1081625,1105000
UKG2,Shropshire and Staffordshire,1981,994569,1399100
UKG3,West Midlands,1981,2597372,2682800
UKH1,East Anglia,1981,1681302,1893700
UKH2,Bedfordshire and Hertfordshire,1981,1073958,1479200
UKH3,Essex,1981,1168454,1482000
UKI3,Inner London - West,1981,905278,928000
UKI4,Inner London - East,1981,1586820,1622100
UKI5,Outer London - East and North East,1981,1518705,1534700
UKI6,Outer London - South,1981,1082919,1092100
UKI7,Outer London - West and North West,1981,1613563,1628100
UKJ1,Berkshire  Buckinghamshire and Oxfordshire,1981,1559326,1808600
UKJ2,Surrey  East and West Sussex,1981,2003168,2344100
UKJ3,Hampshire and Isle of Wight,1981,1152239,1605600
UKJ4,Kent,1981,1193001,1484800
UKK1,Gloucestershire  Wiltshire and Bath/Bristol area,1981,1217434,1961600
UKK2,Dorset and Somerset,1981,733229,1029500
UKK3,Cornwall and Isles of Scilly,1981,406825,426500
UKK4,Devon,1981,564572,965500
UKL1,West Wales and The Valleys,1981,1366284.5,1833500
UKL2,East Wales,1981,2389590.74826505,980100
UKM5,North Eastern Scotland,1981,427752.570281124,401400
UKM6,Highlands and Islands,1981,371531.773761714,583600
UKM7,Eastern Scotland,1981,1560011.31478294,1761800
UKM8,West Central Scotland,1981,1733772.25568942,1636100
UKM9,Southern Scotland,1981,940509.401893288,797400
UKN0,Northern Ireland,1981,1543000,1543000
UKH2,Bedfordshire and Hertfordshire,1982,1479900,1479900
UKJ1,Berkshire  Buckinghamshire and Oxfordshire,1982,1826400,1826400
UKD6,Cheshire,1982,809000,809000
UKK3,Cornwall and Isles of Scilly,1982,430100,430100
UKD1,Cumbria,1982,482100,482100
UKF1,Derbyshire and Nottinghamshire,1982,1901600,1901600
UKK4,Devon,1982,967000,967000
UKK2,Dorset and Somerset,1982,1036700,1036700
UKH1,East Anglia,1982,1910000,1910000
UKL2,East Wales,1982,979100,979100
UKE1,East Yorkshire and Northern Lincolnshire,1982,856700,856700
UKM7,Eastern Scotland,1982,1759800,1759800
UKH3,Essex,1982,1483000,1483000
UKK1,Gloucestershire  Wiltshire and Bath/Bristol area,1982,1965900,1965900
UKD3,Greater Manchester,1982,2598700,2598700
UKJ3,Hampshire and Isle of Wight,1982,1606700,1606700
UKG1,Herefordshire  Worcestershire and Warwickshire,1982,1107100,1107100
UKM6,Highlands and Islands,1982,582300,582300
UKI4,Inner London - East,1982,1604200,1604200
UKI3,Inner London - West,1982,916800,916800
UKJ4,Kent,1982,1486600,1486600
UKD4,Lancashire,1982,1384100,1384100
UKF2,Leicestershire  Rutland and Northamptonshire,1982,1396000,1396000
UKF3,Lincolnshire,1982,552000,552000
UKD7,Merseyside,1982,1633300,1633300
UKM5,North Eastern Scotland,1982,405800,405800
UKE2,North Yorkshire,1982,676900,676900
UKN0,Northern Ireland,1982,1545000,1545000
UKC2,Northumberland and Tyne and Wear,1982,1450100,1450100
UKI5,Outer London - East and North East,1982,1530900,1530900
UKI6,Outer London - South,1982,1090300,1090300
UKI7,Outer London - West and North West,1982,1623000,1623000
UKG2,Shropshire and Staffordshire,1982,1397300,1397300
UKE3,South Yorkshire,1982,1312500,1312500
UKM9,Southern Scotland,1982,794700,794700
UKJ2,Surrey  East and West Sussex,1982,2353500,2353500
UKC1,Tees Valley and Durham,1982,1174200,1174200
UKM8,West Central Scotland,1982,1622200,1622200
UKG3,West Midlands,1982,2674500,2674500
UKL1,West Wales and The Valleys,1982,1825200,1825200
UKE4,West Yorkshire,1982,2060900,2060900
UKH2,Bedfordshire and Hertfordshire,1983,1487900,1487900
UKJ1,Berkshire  Buckinghamshire and Oxfordshire,1983,1832500,1832500
UKD6,Cheshire,1983,810100,810100
UKK3,Cornwall and Isles of Scilly,1983,432600,432600
UKD1,Cumbria,1983,481800,481800
UKF1,Derbyshire and Nottinghamshire,1983,1902000,1902000
UKK4,Devon,1983,973600,973600
UKK2,Dorset and Somerset,1983,1043800,1043800
UKH1,East Anglia,1983,1922700,1922700
UKL2,East Wales,1983,981000,981000
UKE1,East Yorkshire and Northern Lincolnshire,1983,855700,855700
UKM7,Eastern Scotland,1983,1755400,1755400
UKH3,Essex,1983,1491200,1491200
UKK1,Gloucestershire  Wiltshire and Bath/Bristol area,1983,1976600,1976600
UKD3,Greater Manchester,1983,2587700,2587700
UKJ3,Hampshire and Isle of Wight,1983,1621000,1621000
UKG1,Herefordshire  Worcestershire and Warwickshire,1983,1110000,1110000
UKM6,Highlands and Islands,1983,582700,582700
UKI4,Inner London - East,1983,1603500,1603500
UKI3,Inner London - West,1983,914300,914300
UKJ4,Kent,1983,1486300,1486300
UKD4,Lancashire,1983,1378500,1378500
UKF2,Leicestershire  Rutland and Northamptonshire,1983,1399400,1399400
UKF3,Lincolnshire,1983,553100,553100
UKD7,Merseyside,1983,1623100,1623100
UKM5,North Eastern Scotland,1983,409600,409600
UKE2,North Yorkshire,1983,681100,681100
UKN0,Northern Ireland,1983,1551000,1551000
UKC2,Northumberland and Tyne and Wear,1983,1445900,1445900
UKI5,Outer London - East and North East,1983,1525600,1525600
UKI6,Outer London - South,1983,1088500,1088500
UKI7,Outer London - West and North West,1983,1621100,1621100
UKG2,Shropshire and Staffordshire,1983,1399400,1399400
UKE3,South Yorkshire,1983,1309500,1309500
UKM9,Southern Scotland,1983,792300,792300
UKJ2,Surrey  East and West Sussex,1983,2363300,2363300
UKC1,Tees Valley and Durham,1983,1170800,1170800
UKM8,West Central Scotland,1983,1608400,1608400
UKG3,West Midlands,1983,2665100,2665100
UKL1,West Wales and The Valleys,1983,1822100,1822100
UKE4,West Yorkshire,1983,2056200,2056200
UKH2,Bedfordshire and Hertfordshire,1984,1493600,1493600
UKJ1,Berkshire  Buckinghamshire and Oxfordshire,1984,1858400,1858400
UKD6,Cheshire,1984,813700,813700
UKK3,Cornwall and Isles of Scilly,1984,439700,439700
UKD1,Cumbria,1984,481900,481900
UKF1,Derbyshire and Nottinghamshire,1984,1910100,1910100
UKK4,Devon,1984,978700,978700
UKK2,Dorset and Somerset,1984,1057800,1057800
UKH1,East Anglia,1984,1936600,1936600
UKL2,East Wales,1984,983000,983000
UKE1,East Yorkshire and Northern Lincolnshire,1984,854600,854600
UKM7,Eastern Scotland,1984,1755000,1755000
UKH3,Essex,1984,1496700,1496700
UKK1,Gloucestershire  Wiltshire and Bath/Bristol area,1984,1987900,1987900
UKD3,Greater Manchester,1984,2572700,2572700
UKJ3,Hampshire and Isle of Wight,1984,1633700,1633700
UKG1,Herefordshire  Worcestershire and Warwickshire,1984,1115500,1115500
UKM6,Highlands and Islands,1984,583500,583500
UKI4,Inner London - East,1984,1604800,1604800
UKI3,Inner London - West,1984,918500,918500
UKJ4,Kent,1984,1491200,1491200
UKD4,Lancashire,1984,1380400,1380400
UKF2,Leicestershire  Rutland and Northamptonshire,1984,1402000,1402000
UKF3,Lincolnshire,1984,554700,554700
UKD7,Merseyside,1984,1612000,1612000
UKM5,North Eastern Scotland,1984,413100,413100
UKE2,North Yorkshire,1984,686200,686200
UKN0,Northern Ireland,1984,1557000,1557000
UKC2,Northumberland and Tyne and Wear,1984,1443300,1443300
UKI5,Outer London - East and North East,1984,1522600,1522600
UKI6,Outer London - South,1984,1084400,1084400
UKI7,Outer London - West and North West,1984,1624500,1624500
UKG2,Shropshire and Staffordshire,1984,1404900,1404900
UKE3,South Yorkshire,1984,1303400,1303400
UKM9,Southern Scotland,1984,791800,791800
UKJ2,Surrey  East and West Sussex,1984,2377100,2377100
UKC1,Tees Valley and Durham,1984,1166200,1166200
UKM8,West Central Scotland,1984,1595700,1595700
UKG3,West Midlands,1984,2653700,2653700
UKL1,West Wales and The Valleys,1984,1817800,1817800
UKE4,West Yorkshire,1984,2050900,2050900
UKH2,Bedfordshire and Hertfordshire,1985,1498200,1498200
UKJ1,Berkshire  Buckinghamshire and Oxfordshire,1985,1881000,1881000
UKD6,Cheshire,1985,818000,818000
UKK3,Cornwall and Isles of Scilly,1985,444700,444700
UKD1,Cumbria,1985,482300,482300
UKF1,Derbyshire and Nottinghamshire,1985,1917000,1917000
UKK4,Devon,1985,988700,988700
UKK2,Dorset and Somerset,1985,1073600,1073600
UKH1,East Anglia,1985,1960700,1960700
UKL2,East Wales,1985,986300,986300
UKE1,East Yorkshire and Northern Lincolnshire,1985,853600,853600
UKM7,Eastern Scotland,1985,1753200,1753200
UKH3,Essex,1985,1505200,1505200
UKK1,Gloucestershire  Wiltshire and Bath/Bristol area,1985,1997500,1997500
UKD3,Greater Manchester,1985,2562200,2562200
UKJ3,Hampshire and Isle of Wight,1985,1651500,1651500
UKG1,Herefordshire  Worcestershire and Warwickshire,1985,1123700,1123700
UKM6,Highlands and Islands,1985,585000,585000
UKI4,Inner London - East,1985,1609300,1609300
UKI3,Inner London - West,1985,922700,922700
UKJ4,Kent,1985,1495200,1495200
UKD4,Lancashire,1985,1382500,1382500
UKF2,Leicestershire  Rutland and Northamptonshire,1985,1412900,1412900
UKF3,Lincolnshire,1985,557600,557600
UKD7,Merseyside,1985,1602700,1602700
UKM5,North Eastern Scotland,1985,416600,416600
UKE2,North Yorkshire,1985,689500,689500
UKN0,Northern Ireland,1985,1565000,1565000
UKC2,Northumberland and Tyne and Wear,1985,1440400,1440400
UKI5,Outer London - East and North East,1985,1523500,1523500
UKI6,Outer London - South,1985,1083900,1083900
UKI7,Outer London - West and North West,1985,1627700,1627700
UKG2,Shropshire and Staffordshire,1985,1409900,1409900
UKE3,South Yorkshire,1985,1300100,1300100
UKM9,Southern Scotland,1985,790100,790100
UKJ2,Surrey  East and West Sussex,1985,2385700,2385700
UKC1,Tees Valley and Durham,1985,1161300,1161300
UKM8,West Central Scotland,1985,1583300,1583300
UKG3,West Midlands,1985,2648000,2648000
UKL1,West Wales and The Valleys,1985,1817200,1817200
UKE4,West Yorkshire,1985,2046200,2046200
UKH2,Bedfordshire and Hertfordshire,1986,1499900,1499900
UKJ1,Berkshire  Buckinghamshire and Oxfordshire,1986,1908500,1908500
UKD6,Cheshire,1986,821600,821600
UKK3,Cornwall and Isles of Scilly,1986,449400,449400
UKD1,Cumbria,1986,483800,483800
UKF1,Derbyshire and Nottinghamshire,1986,1921600,1921600
UKK4,Devon,1986,999900,999900
UKK2,Dorset and Somerset,1986,1085300,1085300
UKH1,East Anglia,1986,1986500,1986500
UKL2,East Wales,1986,988600,988600
UKE1,East Yorkshire and Northern Lincolnshire,1986,853400,853400
UKM7,Eastern Scotland,1986,1747700,1747700
UKH3,Essex,1986,1513000,1513000
UKK1,Gloucestershire  Wiltshire and Bath/Bristol area,1986,2013000,2013000
UKD3,Greater Manchester,1986,2554300,2554300
UKJ3,Hampshire and Isle of Wight,1986,1658600,1658600
UKG1,Herefordshire  Worcestershire and Warwickshire,1986,1129000,1129000
UKM6,Highlands and Islands,1986,585800,585800
UKI4,Inner London - East,1986,1614200,1614200
UKI3,Inner London - West,1986,922400,922400
UKJ4,Kent,1986,1500700,1500700
UKD4,Lancashire,1986,1383500,1383500
UKF2,Leicestershire  Rutland and Northamptonshire,1986,1422200,1422200
UKF3,Lincolnshire,1986,564100,564100
UKD7,Merseyside,1986,1589400,1589400
UKM5,North Eastern Scotland,1986,419700,419700
UKE2,North Yorkshire,1986,691500,691500
UKN0,Northern Ireland,1986,1574000,1574000
UKC2,Northumberland and Tyne and Wear,1986,1436300,1436300
UKI5,Outer London - East and North East,1986,1523700,1523700
UKI6,Outer London - South,1986,1081900,1081900
UKI7,Outer London - West and North West,1986,1632000,1632000
UKG2,Shropshire and Staffordshire,1986,1413000,1413000
UKE3,South Yorkshire,1986,1294000,1294000
UKM9,Southern Scotland,1986,788000,788000
UKJ2,Surrey  East and West Sussex,1986,2400600,2400600
UKC1,Tees Valley and Durham,1986,1157800,1157800
UKM8,West Central Scotland,1986,1570900,1570900
UKG3,West Midlands,1986,2637900,2637900
UKL1,West Wales and The Valleys,1986,1822100,1822100
UKE4,West Yorkshire,1986,2044700,2044700
UKH2,Bedfordshire and Hertfordshire,1987,1502700,1502700
UKJ1,Berkshire  Buckinghamshire and Oxfordshire,1987,1922800,1922800
UKD6,Cheshire,1987,825900,825900
UKK3,Cornwall and Isles of Scilly,1987,454500,454500
UKD1,Cumbria,1987,483400,483400
UKF1,Derbyshire and Nottinghamshire,1987,1923400,1923400
UKK4,Devon,1987,1010300,1010300
UKK2,Dorset and Somerset,1987,1097500,1097500
UKH1,East Anglia,1987,2005900,2005900
UKL2,East Wales,1987,994300,994300
UKE1,East Yorkshire and Northern Lincolnshire,1987,852000,852000
UKM7,Eastern Scotland,1987,1748400,1748400
UKH3,Essex,1987,1522400,1522400
UKK1,Gloucestershire  Wiltshire and Bath/Bristol area,1987,2027600,2027600
UKD3,Greater Manchester,1987,2549500,2549500
UKJ3,Hampshire and Isle of Wight,1987,1670500,1670500
UKG1,Herefordshire  Worcestershire and Warwickshire,1987,1143100,1143100
UKM6,Highlands and Islands,1987,586200,586200
UKI4,Inner London - East,1987,1621300,1621300
UKI3,Inner London - West,1987,919300,919300
UKJ4,Kent,1987,1509100,1509100
UKD4,Lancashire,1987,1383700,1383700
UKF2,Leicestershire  Rutland and Northamptonshire,1987,1431800,1431800
UKF3,Lincolnshire,1987,570400,570400
UKD7,Merseyside,1987,1578400,1578400
UKM5,North Eastern Scotland,1987,419100,419100
UKE2,North Yorkshire,1987,695100,695100
UKN0,Northern Ireland,1987,1582000,1582000
UKC2,Northumberland and Tyne and Wear,1987,1435800,1435800
UKI5,Outer London - East and North East,1987,1515900,1515900
UKI6,Outer London - South,1987,1079300,1079300
UKI7,Outer London - West and North West,1987,1629700,1629700
UKG2,Shropshire and Staffordshire,1987,1422800,1422800
UKE3,South Yorkshire,1987,1290500,1290500
UKM9,Southern Scotland,1987,787900,787900
UKJ2,Surrey  East and West Sussex,1987,2402500,2402500
UKC1,Tees Valley and Durham,1987,1154000,1154000
UKM8,West Central Scotland,1987,1557800,1557800
UKG3,West Midlands,1987,2628600,2628600
UKL1,West Wales and The Valleys,1987,1828500,1828500
UKE4,West Yorkshire,1987,2041500,2041500
UKH2,Bedfordshire and Hertfordshire,1988,1504200,1504200
UKJ1,Berkshire  Buckinghamshire and Oxfordshire,1988,1932900,1932900
UKD6,Cheshire,1988,829100,829100
UKK3,Cornwall and Isles of Scilly,1988,462000,462000
UKD1,Cumbria,1988,485100,485100
UKF1,Derbyshire and Nottinghamshire,1988,1928400,1928400
UKK4,Devon,1988,1021400,1021400
UKK2,Dorset and Somerset,1988,1109200,1109200
UKH1,East Anglia,1988,2025100,2025100
UKL2,East Wales,1988,1002000,1002000
UKE1,East Yorkshire and Northern Lincolnshire,1988,856900,856900
UKM7,Eastern Scotland,1988,1744200,1744200
UKH3,Essex,1988,1530600,1530600
UKK1,Gloucestershire  Wiltshire and Bath/Bristol area,1988,2042500,2042500
UKD3,Greater Manchester,1988,2542600,2542600
UKJ3,Hampshire and Isle of Wight,1988,1681100,1681100
UKG1,Herefordshire  Worcestershire and Warwickshire,1988,1149800,1149800
UKM6,Highlands and Islands,1988,586800,586800
UKI4,Inner London - East,1988,1622400,1622400
UKI3,Inner London - West,1988,904600,904600
UKJ4,Kent,1988,1519000,1519000
UKD4,Lancashire,1988,1384700,1384700
UKF2,Leicestershire  Rutland and Northamptonshire,1988,1445000,1445000
UKF3,Lincolnshire,1988,577500,577500
UKD7,Merseyside,1988,1570100,1570100
UKM5,North Eastern Scotland,1988,418100,418100
UKE2,North Yorkshire,1988,700900,700900
UKN0,Northern Ireland,1988,1585000,1585000
UKC2,Northumberland and Tyne and Wear,1988,1430800,1430800
UKI5,Outer London - East and North East,1988,1508600,1508600
UKI6,Outer London - South,1988,1078600,1078600
UKI7,Outer London - West and North West,1988,1615400,1615400
UKG2,Shropshire and Staffordshire,1988,1432500,1432500
UKE3,South Yorkshire,1988,1286800,1286800
UKM9,Southern Scotland,1988,787100,787100
UKJ2,Surrey  East and West Sussex,1988,2417800,2417800
UKC1,Tees Valley and Durham,1988,1151500,1151500
UKM8,West Central Scotland,1988,1541500,1541500
UKG3,West Midlands,1988,2621200,2621200
UKL1,West Wales and The Valleys,1988,1839200,1839200
UKE4,West Yorkshire,1988,2044300,2044300
UKH2,Bedfordshire and Hertfordshire,1989,1502900,1502900
UKJ1,Berkshire  Buckinghamshire and Oxfordshire,1989,1936100,1936100
UKD6,Cheshire,1989,830700,830700
UKK3,Cornwall and Isles of Scilly,1989,465900,465900
UKD1,Cumbria,1989,487100,487100
UKF1,Derbyshire and Nottinghamshire,1989,1940200,1940200
UKK4,Devon,1989,1030000,1030000
UKK2,Dorset and Somerset,1989,1113100,1113100
UKH1,East Anglia,1989,2033800,2033800
UKL2,East Wales,1989,1005800,1005800
UKE1,East Yorkshire and Northern Lincolnshire,1989,863600,863600
UKM7,Eastern Scotland,1989,1747700,1747700
UKH3,Essex,1989,1533500,1533500
UKK1,Gloucestershire  Wiltshire and Bath/Bristol area,1989,2044500,2044500
UKD3,Greater Manchester,1989,2542300,2542300
UKJ3,Hampshire and Isle of Wight,1989,1685900,1685900
UKG1,Herefordshire  Worcestershire and Warwickshire,1989,1153300,1153300
UKM6,Highlands and Islands,1989,587800,587800
UKI4,Inner London - East,1989,1628800,1628800
UKI3,Inner London - West,1989,913300,913300
UKJ4,Kent,1989,1522400,1522400
UKD4,Lancashire,1989,1394200,1394200
UKF2,Leicestershire  Rutland and Northamptonshire,1989,1455000,1455000
UKF3,Lincolnshire,1989,580600,580600
UKD7,Merseyside,1989,1570600,1570600
UKM5,North Eastern Scotland,1989,422400,422400
UKE2,North Yorkshire,1989,708000,708000
UKN0,Northern Ireland,1989,1590000,1590000
UKC2,Northumberland and Tyne and Wear,1989,1430300,1430300
UKI5,Outer London - East and North East,1989,1503300,1503300
UKI6,Outer London - South,1989,1081600,1081600
UKI7,Outer London - West and North West,1989,1624400,1624400
UKG2,Shropshire and Staffordshire,1989,1441500,1441500
UKE3,South Yorkshire,1989,1288400,1288400
UKM9,Southern Scotland,1989,789200,789200
UKJ2,Surrey  East and West Sussex,1989,2424000,2424000
UKC1,Tees Valley and Durham,1989,1151900,1151900
UKM8,West Central Scotland,1989,1531300,1531300
UKG3,West Midlands,1989,2618800,2618800
UKL1,West Wales and The Valleys,1989,1849600,1849600
UKE4,West Yorkshire,1989,2052200,2052200
UKH2,Bedfordshire and Hertfordshire,1990,1506400,1506400
UKJ1,Berkshire  Buckinghamshire and Oxfordshire,1990,1955600,1955600
UKD6,Cheshire,1990,832100,832100
UKK3,Cornwall and Isles of Scilly,1990,469700,469700
UKD1,Cumbria,1990,487000,487000
UKF1,Derbyshire and Nottinghamshire,1990,1945300,1945300
UKK4,Devon,1990,1030800,1030800
UKK2,Dorset and Somerset,1990,1118000,1118000
UKH1,East Anglia,1990,2046000,2046000
UKL2,East Wales,1990,1008100,1008100
UKE1,East Yorkshire and Northern Lincolnshire,1990,867600,867600
UKM7,Eastern Scotland,1990,1754100,1754100
UKH3,Essex,1990,1535600,1535600
UKK1,Gloucestershire  Wiltshire and Bath/Bristol area,1990,2049700,2049700
UKD3,Greater Manchester,1990,2545800,2545800
UKJ3,Hampshire and Isle of Wight,1990,1688300,1688300
UKG1,Herefordshire  Worcestershire and Warwickshire,1990,1154700,1154700
UKM6,Highlands and Islands,1990,589500,589500
UKI4,Inner London - East,1990,1646900,1646900
UKI3,Inner London - West,1990,924600,924600
UKJ4,Kent,1990,1524300,1524300
UKD4,Lancashire,1990,1399200,1399200
UKF2,Leicestershire  Rutland and Northamptonshire,1990,1463400,1463400
UKF3,Lincolnshire,1990,584300,584300
UKD7,Merseyside,1990,1565100,1565100
UKM5,North Eastern Scotland,1990,424800,424800
UKE2,North Yorkshire,1990,710100,710100
UKN0,Northern Ireland,1990,1596000,1596000
UKC2,Northumberland and Tyne and Wear,1990,1430100,1430100
UKI5,Outer London - East and North East,1990,1511100,1511100
UKI6,Outer London - South,1990,1087700,1087700
UKI7,Outer London - West and North West,1990,1628500,1628500
UKG2,Shropshire and Staffordshire,1990,1445800,1445800
UKE3,South Yorkshire,1990,1288700,1288700
UKM9,Southern Scotland,1990,790400,790400
UKJ2,Surrey  East and West Sussex,1990,2429400,2429400
UKC1,Tees Valley and Durham,1990,1154300,1154300
UKM8,West Central Scotland,1990,1522500,1522500
UKG3,West Midlands,1990,2617900,2617900
UKL1,West Wales and The Valleys,1990,1853400,1853400
UKE4,West Yorkshire,1990,2054400,2054400
UKH2,Bedfordshire and Hertfordshire,1991,1513800,1513800
UKJ1,Berkshire  Buckinghamshire and Oxfordshire,1991,1962000,1962000
UKD6,Cheshire,1991,837900,837900
UKK3,Cornwall and Isles of Scilly,1991,471600,471600
UKD1,Cumbria,1991,486300,486300
UKF1,Derbyshire and Nottinghamshire,1991,1950800,1950800
UKK4,Devon,1991,1031800,1031800
UKK2,Dorset and Somerset,1991,1122200,1122200
UKH1,East Anglia,1991,2068300,2068300
UKL2,East Wales,1991,1016600,1016600
UKE1,East Yorkshire and Northern Lincolnshire,1991,871600,871600
UKM7,Eastern Scotland,1991,1755500,1755500
UKH3,Essex,1991,1539100,1539100
UKK1,Gloucestershire  Wiltshire and Bath/Bristol area,1991,2062700,2062700
UKD3,Greater Manchester,1991,2553500,2553500
UKJ3,Hampshire and Isle of Wight,1991,1696200,1696200
UKG1,Herefordshire  Worcestershire and Warwickshire,1991,1159800,1159800
UKM6,Highlands and Islands,1991,590700,590700
UKI4,Inner London - East,1991,1668800,1668800
UKI3,Inner London - West,1991,930500,930500
UKJ4,Kent,1991,1528200,1528200
UKD4,Lancashire,1991,1402400,1402400
UKF2,Leicestershire  Rutland and Northamptonshire,1991,1471900,1471900
UKF3,Lincolnshire,1991,588500,588500
UKD7,Merseyside,1991,1562800,1562800
UKM5,North Eastern Scotland,1991,430000,430000
UKE2,North Yorkshire,1991,714000,714000
UKN0,Northern Ireland,1991,1607000,1607000
UKC2,Northumberland and Tyne and Wear,1991,1429400,1429400
UKI5,Outer London - East and North East,1991,1513400,1513400
UKI6,Outer London - South,1991,1086500,1086500
UKI7,Outer London - West and North West,1991,1630200,1630200
UKG2,Shropshire and Staffordshire,1991,1450900,1450900
UKE3,South Yorkshire,1991,1288700,1288700
UKM9,Southern Scotland,1991,790600,790600
UKJ2,Surrey  East and West Sussex,1991,2443000,2443000
UKC1,Tees Valley and Durham,1991,1157700,1157700
UKM8,West Central Scotland,1991,1516500,1516500
UKG3,West Midlands,1991,2618900,2618900
UKL1,West Wales and The Valleys,1991,1856300,1856300
UKE4,West Yorkshire,1991,2061700,2061700
UKH2,Bedfordshire and Hertfordshire,1992,1522900,1522900
UKJ1,Berkshire  Buckinghamshire and Oxfordshire,1992,1977900,1977900
UKD6,Cheshire,1992,839900,839900
UKK3,Cornwall and Isles of Scilly,1992,473100,473100
UKD1,Cumbria,1992,487100,487100
UKF1,Derbyshire and Nottinghamshire,1992,1958000,1958000
