statisticalAreaCode ,statisticalArea ,year ,population_raw,population
UKL2,East Wales,2005,1081400,1081400
UKE1,East Yorkshire and Northern Lincolnshire,2005,900900,900900
UKM7,Eastern Scotland,2005,1822600,1822600
UKH3,Essex,2005,1656400,1656400
UKK1,Gloucestershire  Wiltshire and Bath/Bristol area,2005,2239900,2239900
UKD3,Greater Manchester,2005,2563900,2563900
UKJ3,Hampshire and Isle of Wight,2005,1823100,1823100
UKG1,Herefordshire  Worcestershire and Warwickshire,2005,1251500,1251500
UKM6,Highlands and Islands,2005,604500,604500
UKI4,Inner London - East,2005,1890800,1890800
UKI3,Inner London - West,2005,1066200,1066200
UKJ4,Kent,2005,1627400,1627400
UKD4,Lancashire,2005,1440200,1440200
UKF2,Leicestershire  Rutland and Northamptonshire,2005,1616800,1616800
UKF3,Lincolnshire,2005,677400,677400
UKD7,Merseyside,2005,1488900,1488900
UKM5,North Eastern Scotland,2005,446300,446300
UKE2,North Yorkshire,2005,772300,772300
UKN0,Northern Ireland,2005,1724000,1724000
UKC2,Northumberland and Tyne and Wear,2005,1396200,1396200
UKI5,Outer London - East and North East,2005,1609300,1609300
UKI6,Outer London - South,2005,1163700,1163700
UKI7,Outer London - West and North West,2005,1789000,1789000
UKG2,Shropshire and Staffordshire,2005,1517200,1517200
UKE3,South Yorkshire,2005,1293200,1293200
UKM9,Southern Scotland,2005,799100,799100
UKJ2,Surrey  East and West Sussex,2005,2604100,2604100
UKC1,Tees Valley and Durham,2005,1151100,1151100
UKM8,West Central Scotland,2005,1437900,1437900
UKG3,West Midlands,2005,2611900,2611900
UKL1,West Wales and The Valleys,2005,1887900,1887900
UKE4,West Yorkshire,2005,2142300,2142300
UKH2,Bedfordshire and Hertfordshire,2006,1647300,1647300
UKJ1,Berkshire  Buckinghamshire and Oxfordshire,2006,2167400,2167400
UKD6,Cheshire,2006,885000,885000
UKK3,Cornwall and Isles of Scilly,2006,520300,520300
UKD1,Cumbria,2006,498800,498800
UKF1,Derbyshire and Nottinghamshire,2006,2045000,2045000
UKK4,Devon,2006,1110500,1110500
UKK2,Dorset and Somerset,2006,1230900,1230900
UKH1,East Anglia,2006,2290900,2290900
UKL2,East Wales,2006,1088500,1088500
UKE1,East Yorkshire and Northern Lincolnshire,2006,903900,903900
UKM7,Eastern Scotland,2006,1834300,1834300
UKH3,Essex,2006,1668200,1668200
UKK1,Gloucestershire  Wiltshire and Bath/Bristol area,2006,2257800,2257800
UKD3,Greater Manchester,2006,2582100,2582100
UKJ3,Hampshire and Isle of Wight,2006,1832900,1832900
UKG1,Herefordshire  Worcestershire and Warwickshire,2006,1261900,1261900
UKM6,Highlands and Islands,2006,608900,608900
UKI4,Inner London - East,2006,1921200,1921200
UKI3,Inner London - West,2006,1068500,1068500
UKJ4,Kent,2006,1643300,1643300
UKD4,Lancashire,2006,1445900,1445900
UKF2,Leicestershire  Rutland and Northamptonshire,2006,1636200,1636200
UKF3,Lincolnshire,2006,685600,685600
UKD7,Merseyside,2006,1489700,1489700
UKM5,North Eastern Scotland,2006,450800,450800
UKE2,North Yorkshire,2006,776400,776400
UKN0,Northern Ireland,2006,1742000,1742000
UKC2,Northumberland and Tyne and Wear,2006,1398000,1398000
UKI5,Outer London - East and North East,2006,1626400,1626400
UKI6,Outer London - South,2006,1170500,1170500
UKI7,Outer London - West and North West,2006,1811200,1811200
UKG2,Shropshire and Staffordshire,2006,1527700,1527700
UKE3,South Yorkshire,2006,1299600,1299600
UKM9,Southern Scotland,2006,801700,801700
UKJ2,Surrey  East and West Sussex,2006,2627300,2627300
UKC1,Tees Valley and Durham,2006,1154700,1154700
UKM8,West Central Scotland,2006,1437600,1437600
UKG3,West Midlands,2006,2626000,2626000
UKL1,West Wales and The Valleys,2006,1897100,1897100
UKE4,West Yorkshire,2006,2154300,2154300
UKH2,Bedfordshire and Hertfordshire,2007,1662500,1662500
UKJ1,Berkshire  Buckinghamshire and Oxfordshire,2007,2189900,2189900
UKD6,Cheshire,2007,891000,891000
UKK3,Cornwall and Isles of Scilly,2007,524300,524300
UKD1,Cumbria,2007,500800,500800
UKF1,Derbyshire and Nottinghamshire,2007,2056100,2056100
UKK4,Devon,2007,1119800,1119800
UKK2,Dorset and Somerset,2007,1244800,1244800
UKH1,East Anglia,2007,2310700,2310700
UKL2,East Wales,2007,1098000,1098000
UKE1,East Yorkshire and Northern Lincolnshire,2007,908100,908100
UKM7,Eastern Scotland,2007,1849800,1849800
UKH3,Essex,2007,1680000,1680000
UKK1,Gloucestershire  Wiltshire and Bath/Bristol area,2007,2281700,2281700
UKD3,Greater Manchester,2007,2598700,2598700
UKJ3,Hampshire and Isle of Wight,2007,1843800,1843800
UKG1,Herefordshire  Worcestershire and Warwickshire,2007,1272300,1272300
UKM6,Highlands and Islands,2007,613800,613800
UKI4,Inner London - East,2007,1960300,1960300
UKI3,Inner London - West,2007,1070500,1070500
UKJ4,Kent,2007,1663400,1663400
UKD4,Lancashire,2007,1449400,1449400
UKF2,Leicestershire  Rutland and Northamptonshire,2007,1655200,1655200
UKF3,Lincolnshire,2007,693600,693600
UKD7,Merseyside,2007,1489600,1489600
UKM5,North Eastern Scotland,2007,456900,456900
UKE2,North Yorkshire,2007,781000,781000
UKN0,Northern Ireland,2007,1759000,1759000
UKC2,Northumberland and Tyne and Wear,2007,1402400,1402400
UKI5,Outer London - East and North East,2007,1647100,1647100
UKI6,Outer London - South,2007,1179600,1179600
UKI7,Outer London - West and North West,2007,1836100,1836100
UKG2,Shropshire and Staffordshire,2007,1537800,1537800
UKE3,South Yorkshire,2007,1306300,1306300
UKM9,Southern Scotland,2007,806400,806400
UKJ2,Surrey  East and West Sussex,2007,2654000,2654000
UKC1,Tees Valley and Durham,2007,1159600,1159600
UKM8,West Central Scotland,2007,1443300,1443300
UKG3,West Midlands,2007,2641700,2641700
UKL1,West Wales and The Valleys,2007,1908400,1908400
UKE4,West Yorkshire,2007,2169000,2169000
UKH2,Bedfordshire and Hertfordshire,2008,1680600,1680600
UKJ1,Berkshire  Buckinghamshire and Oxfordshire,2008,2211700,2211700
UKD6,Cheshire,2008,894800,894800
UKK3,Cornwall and Isles of Scilly,2008,527300,527300
UKD1,Cumbria,2008,500900,500900
UKF1,Derbyshire and Nottinghamshire,2008,2070200,2070200
UKK4,Devon,2008,1124600,1124600
UKK2,Dorset and Somerset,2008,1253000,1253000
UKH1,East Anglia,2008,2332700,2332700
UKL2,East Wales,2008,1108100,1108100
UKE1,East Yorkshire and Northern Lincolnshire,2008,912400,912400
UKM7,Eastern Scotland,2008,1863900,1863900
UKH3,Essex,2008,1694900,1694900
UKK1,Gloucestershire  Wiltshire and Bath/Bristol area,2008,2300500,2300500
UKD3,Greater Manchester,2008,2620100,2620100
UKJ3,Hampshire and Isle of Wight,2008,1856600,1856600
UKG1,Herefordshire  Worcestershire and Warwickshire,2008,1281900,1281900
UKM6,Highlands and Islands,2008,618100,618100
UKI4,Inner London - East,2008,2008600,2008600
UKI3,Inner London - West,2008,1070400,1070400
UKJ4,Kent,2008,1681600,1681600
UKD4,Lancashire,2008,1451100,1451100
UKF2,Leicestershire  Rutland and Northamptonshire,2008,1670500,1670500
UKF3,Lincolnshire,2008,700900,700900
UKD7,Merseyside,2008,1491700,1491700
UKM5,North Eastern Scotland,2008,460800,460800
UKE2,North Yorkshire,2008,785700,785700
UKN0,Northern Ireland,2008,1775000,1775000
UKC2,Northumberland and Tyne and Wear,2008,1405200,1405200
UKI5,Outer London - East and North East,2008,1675700,1675700
UKI6,Outer London - South,2008,1192100,1192100
UKI7,Outer London - West and North West,2008,1865600,1865600
UKG2,Shropshire and Staffordshire,2008,1548200,1548200
UKE3,South Yorkshire,2008,1315500,1315500
UKM9,Southern Scotland,2008,809900,809900
UKJ2,Surrey  East and West Sussex,2008,2676400,2676400
UKC1,Tees Valley and Durham,2008,1164100,1164100
UKM8,West Central Scotland,2008,1450100,1450100
UKG3,West Midlands,2008,2666100,2666100
UKL1,West Wales and The Valleys,2008,1917700,1917700
UKE4,West Yorkshire,2008,2185100,2185100
UKH2,Bedfordshire and Hertfordshire,2009,1697200,1697200
UKJ1,Berkshire  Buckinghamshire and Oxfordshire,2009,2230600,2230600
UKD6,Cheshire,2009,897200,897200
UKK3,Cornwall and Isles of Scilly,2009,528700,528700
UKD1,Cumbria,2009,500900,500900
UKF1,Derbyshire and Nottinghamshire,2009,2083100,2083100
UKK4,Devon,2009,1125800,1125800
UKK2,Dorset and Somerset,2009,1257100,1257100
UKH1,East Anglia,2009,2349800,2349800
UKL2,East Wales,2009,1116700,1116700
UKE1,East Yorkshire and Northern Lincolnshire,2009,913100,913100
UKM7,Eastern Scotland,2009,1876400,1876400
UKH3,Essex,2009,1704500,1704500
UKK1,Gloucestershire  Wiltshire and Bath/Bristol area,2009,2315500,2315500
UKD3,Greater Manchester,2009,2639800,2639800
UKJ3,Hampshire and Isle of Wight,2009,1869200,1869200
UKG1,Herefordshire  Worcestershire and Warwickshire,2009,1286700,1286700
UKM6,Highlands and Islands,2009,620400,620400
UKI4,Inner London - East,2009,2055600,2055600
UKI3,Inner London - West,2009,1078700,1078700
UKJ4,Kent,2009,1695600,1695600
UKD4,Lancashire,2009,1453000,1453000
UKF2,Leicestershire  Rutland and Northamptonshire,2009,1682700,1682700
UKF3,Lincolnshire,2009,705600,705600
UKD7,Merseyside,2009,1495500,1495500
UKM5,North Eastern Scotland,2009,466000,466000
UKE2,North Yorkshire,2009,788700,788700
UKN0,Northern Ireland,2009,1789000,1789000
UKC2,Northumberland and Tyne and Wear,2009,1409100,1409100
UKI5,Outer London - East and North East,2009,1704000,1704000
UKI6,Outer London - South,2009,1203300,1203300
UKI7,Outer London - West and North West,2009,1900900,1900900
UKG2,Shropshire and Staffordshire,2009,1554200,1554200
UKE3,South Yorkshire,2009,1323900,1323900
UKM9,Southern Scotland,2009,811600,811600
UKJ2,Surrey  East and West Sussex,2009,2695500,2695500
UKC1,Tees Valley and Durham,2009,1166400,1166400
UKM8,West Central Scotland,2009,1457600,1457600
UKG3,West Midlands,2009,2687200,2687200
UKL1,West Wales and The Valleys,2009,1922300,1922300
UKE4,West Yorkshire,2009,2197700,2197700
UKH2,Bedfordshire and Hertfordshire,2010,1716300,1716300
UKJ1,Berkshire  Buckinghamshire and Oxfordshire,2010,2254500,2254500
UKD6,Cheshire,2010,900000,900000
UKK3,Cornwall and Isles of Scilly,2010,532000,532000
UKD1,Cumbria,2010,500100,500100
UKF1,Derbyshire and Nottinghamshire,2010,2098400,2098400
UKK4,Devon,2010,1129600,1129600
UKK2,Dorset and Somerset,2010,1266700,1266700
UKH1,East Anglia,2010,2373500,2373500
UKL2,East Wales,2010,1122600,1122600
UKE1,East Yorkshire and Northern Lincolnshire,2010,915300,915300
UKM7,Eastern Scotland,2010,1891200,1891200
UKH3,Essex,2010,1717600,1717600
UKK1,Gloucestershire  Wiltshire and Bath/Bristol area,2010,2333000,2333000
UKD3,Greater Manchester,2010,2661900,2661900
UKJ3,Hampshire and Isle of Wight,2010,1886600,1886600
UKG1,Herefordshire  Worcestershire and Warwickshire,2010,1291200,1291200
UKM6,Highlands and Islands,2010,622700,622700
UKI4,Inner London - East,2010,2096200,2096200
UKI3,Inner London - West,2010,1083100,1083100
UKJ4,Kent,2010,1714700,1714700
UKD4,Lancashire,2010,1457200,1457200
UKF2,Leicestershire  Rutland and Northamptonshire,2010,1696700,1696700
UKF3,Lincolnshire,2010,711900,711900
UKD7,Merseyside,2010,1500700,1500700
UKM5,North Eastern Scotland,2010,471100,471100
UKE2,North Yorkshire,2010,794100,794100
UKN0,Northern Ireland,2010,1799000,1799000
UKC2,Northumberland and Tyne and Wear,2010,1415600,1415600
UKI5,Outer London - East and North East,2010,1735600,1735600
UKI6,Outer London - South,2010,1213600,1213600
UKI7,Outer London - West and North West,2010,1932800,1932800
UKG2,Shropshire and Staffordshire,2010,1562900,1562900
UKE3,South Yorkshire,2010,1332900,1332900
UKM9,Southern Scotland,2010,813000,813000
UKJ2,Surrey  East and West Sussex,2010,2722100,2722100
UKC1,Tees Valley and Durham,2010,1171400,1171400
UKM8,West Central Scotland,2010,1464100,1464100
UKG3,West Midlands,2010,2711900,2711900
UKL1,West Wales and The Valleys,2010,1927500,1927500
UKE4,West Yorkshire,2010,2212500,2212500
UKH2,Bedfordshire and Hertfordshire,2011,1736800,1736800
UKJ1,Berkshire  Buckinghamshire and Oxfordshire,2011,2275100,2275100
UKD6,Cheshire,2011,902900,902900
UKK3,Cornwall and Isles of Scilly,2011,536000,536000
UKD1,Cumbria,2011,499800,499800
UKF1,Derbyshire and Nottinghamshire,2011,2110100,2110100
UKK4,Devon,2011,1135700,1135700
UKK2,Dorset and Somerset,2011,1276800,1276800
UKH1,East Anglia,2011,2396200,2396200
UKL2,East Wales,2011,1130300,1130300
UKE1,East Yorkshire and Northern Lincolnshire,2011,918000,918000
UKM7,Eastern Scotland,2011,1910300,1910300
UKH3,Essex,2011,1729200,1729200
UKK1,Gloucestershire  Wiltshire and Bath/Bristol area,2011,2352400,2352400
UKD3,Greater Manchester,2011,2685400,2685400
UKJ3,Hampshire and Isle of Wight,2011,1902000,1902000
UKG1,Herefordshire  Worcestershire and Warwickshire,2011,1296600,1296600
UKM6,Highlands and Islands,2011,625500,625500
UKI4,Inner London - East,2011,2145600,2145600
UKI3,Inner London - West,2011,1095500,1095500
UKJ4,Kent,2011,1731400,1731400
UKD4,Lancashire,2011,1461400,1461400
UKF2,Leicestershire  Rutland and Northamptonshire,2011,1712300,1712300
UKF3,Lincolnshire,2011,714800,714800
UKD7,Merseyside,2011,1506500,1506500
UKM5,North Eastern Scotland,2011,476200,476200
UKE2,North Yorkshire,2011,799000,799000
UKN0,Northern Ireland,2011,1809000,1809000
UKC2,Northumberland and Tyne and Wear,2011,1420400,1420400
UKI5,Outer London - East and North East,2011,1768200,1768200
UKI6,Outer London - South,2011,1227400,1227400
UKI7,Outer London - West and North West,2011,1967400,1967400
UKG2,Shropshire and Staffordshire,2011,1572200,1572200
UKE3,South Yorkshire,2011,1343900,1343900
UKM9,Southern Scotland,2011,814900,814900
UKJ2,Surrey  East and West Sussex,2011,2744600,2744600
UKC1,Tees Valley and Durham,2011,1176100,1176100
UKM8,West Central Scotland,2011,1473100,1473100
UKG3,West Midlands,2011,2739800,2739800
UKL1,West Wales and The Valleys,2011,1933600,1933600
UKE4,West Yorkshire,2011,2227400,2227400
UKH2,Bedfordshire and Hertfordshire,2012,1753700,1753700
UKJ1,Berkshire  Buckinghamshire and Oxfordshire,2012,2294600,2294600
UKD6,Cheshire,2012,906400,906400
UKK3,Cornwall and Isles of Scilly,2012,540500,540500
UKD1,Cumbria,2012,499200,499200
UKF1,Derbyshire and Nottinghamshire,2012,2123000,2123000
UKK4,Devon,2012,1142200,1142200
UKK2,Dorset and Somerset,2012,1285000,1285000
UKH1,East Anglia,2012,2410400,2410400
UKL2,East Wales,2012,1135000,1135000
UKE1,East Yorkshire and Northern Lincolnshire,2012,921100,921100
UKM7,Eastern Scotland,2012,1920700,1920700
UKH3,Essex,2012,1741900,1741900
UKK1,Gloucestershire  Wiltshire and Bath/Bristol area,2012,2371900,2371900
UKD3,Greater Manchester,2012,2701300,2701300
UKJ3,Hampshire and Isle of Wight,2012,1915300,1915300
UKG1,Herefordshire  Worcestershire and Warwickshire,2012,1302800,1302800
UKM6,Highlands and Islands,2012,622600,622600
UKI4,Inner London - East,2012,2184800,2184800
UKI3,Inner London - West,2012,1103600,1103600
UKJ4,Kent,2012,1748300,1748300
UKD4,Lancashire,2012,1465300,1465300
UKF2,Leicestershire  Rutland and Northamptonshire,2012,1725800,1725800
UKF3,Lincolnshire,2012,719200,719200
UKD7,Merseyside,2012,1512200,1512200
UKM5,North Eastern Scotland,2012,480500,480500
UKE2,North Yorkshire,2012,803200,803200
UKN0,Northern Ireland,2012,1820000,1820000
UKC2,Northumberland and Tyne and Wear,2012,1424200,1424200
UKI5,Outer London - East and North East,2012,1789100,1789100
UKI6,Outer London - South,2012,1241900,1241900
UKI7,Outer London - West and North West,2012,1989400,1989400
UKG2,Shropshire and Staffordshire,2012,1578000,1578000
UKE3,South Yorkshire,2012,1352400,1352400
UKM9,Southern Scotland,2012,814400,814400
UKJ2,Surrey  East and West Sussex,2012,2767000,2767000
UKC1,Tees Valley and Durham,2012,1178300,1178300
UKM8,West Central Scotland,2012,1475200,1475200
UKG3,West Midlands,2012,2761900,2761900
UKL1,West Wales and The Valleys,2012,1939000,1939000
UKE4,West Yorkshire,2012,2240400,2240400
UKH2,Bedfordshire and Hertfordshire,2013,1773400,1773400
UKJ1,Berkshire  Buckinghamshire and Oxfordshire,2013,2314000,2314000
UKD6,Cheshire,2013,909300,909300
UKK3,Cornwall and Isles of Scilly,2013,544000,544000
UKD1,Cumbria,2013,498600,498600
UKF1,Derbyshire and Nottinghamshire,2013,2135100,2135100
UKK4,Devon,2013,1148600,1148600
UKK2,Dorset and Somerset,2013,1292100,1292100
UKH1,East Anglia,2013,2423300,2423300
UKL2,East Wales,2013,1140200,1140200
UKE1,East Yorkshire and Northern Lincolnshire,2013,922000,922000
UKM7,Eastern Scotland,2013,1928600,1928600
UKH3,Essex,2013,1755100,1755100
UKK1,Gloucestershire  Wiltshire and Bath/Bristol area,2013,2393000,2393000
UKD3,Greater Manchester,2013,2713600,2713600
UKJ3,Hampshire and Isle of Wight,2013,1925500,1925500
UKG1,Herefordshire  Worcestershire and Warwickshire,2013,1308600,1308600
UKM6,Highlands and Islands,2013,624500,624500
UKI4,Inner London - East,2013,2225800,2225800
UKI3,Inner London - West,2013,1113400,1113400
UKJ4,Kent,2013,1763900,1763900
UKD4,Lancashire,2013,1468000,1468000
UKF2,Leicestershire  Rutland and Northamptonshire,2013,1739000,1739000
UKF3,Lincolnshire,2013,724500,724500
UKD7,Merseyside,2013,1514300,1514300
UKM5,North Eastern Scotland,2013,484900,484900
UKE2,North Yorkshire,2013,806800,806800
UKN0,Northern Ireland,2013,1830000,1830000
UKC2,Northumberland and Tyne and Wear,2013,1429000,1429000
UKI5,Outer London - East and North East,2013,1812500,1812500
UKI6,Outer London - South,2013,1256900,1256900
UKI7,Outer London - West and North West,2013,2008900,2008900
UKG2,Shropshire and Staffordshire,2013,1584700,1584700
UKE3,South Yorkshire,2013,1358500,1358500
UKM9,Southern Scotland,2013,814300,814300
UKJ2,Surrey  East and West Sussex,2013,2790100,2790100
UKC1,Tees Valley and Durham,2013,1181600,1181600
UKM8,West Central Scotland,2013,1475600,1475600
UKG3,West Midlands,2013,2781800,2781800
UKL1,West Wales and The Valleys,2013,1942200,1942200
UKE4,West Yorkshire,2013,2250500,2250500
UKH2,Bedfordshire and Hertfordshire,2014,1796100,1796100
UKJ1,Berkshire  Buckinghamshire and Oxfordshire,2014,2336600,2336600
UKD6,Cheshire,2014,913600,913600
UKK3,Cornwall and Isles of Scilly,2014,548300,548300
UKD1,Cumbria,2014,498400,498400
UKF1,Derbyshire and Nottinghamshire,2014,2148800,2148800
UKK4,Devon,2014,1158400,1158400
UKK2,Dorset and Somerset,2014,1300100,1300100
UKH1,East Anglia,2014,2445500,2445500
UKL2,East Wales,2014,1145000,1145000
UKE1,East Yorkshire and Northern Lincolnshire,2014,923800,923800
UKM7,Eastern Scotland,2014,1939500,1939500
UKH3,Essex,2014,1775600,1775600
UKK1,Gloucestershire  Wiltshire and Bath/Bristol area,2014,2416600,2416600
UKD3,Greater Manchester,2014,2730100,2730100
UKJ3,Hampshire and Isle of Wight,2014,1939000,1939000
UKG1,Herefordshire  Worcestershire and Warwickshire,2014,1316000,1316000
UKM6,Highlands and Islands,2014,624200,624200
UKI4,Inner London - East,2014,2271300,2271300
UKI3,Inner London - West,2014,1128000,1128000
UKJ4,Kent,2014,1782400,1782400
UKD4,Lancashire,2014,1470900,1470900
UKF2,Leicestershire  Rutland and Northamptonshire,2014,1756700,1756700
UKF3,Lincolnshire,2014,731900,731900
UKD7,Merseyside,2014,1520100,1520100
UKM5,North Eastern Scotland,2014,489400,489400
UKE2,North Yorkshire,2014,808400,808400
UKN0,Northern Ireland,2014,1840000,1840000
UKC2,Northumberland and Tyne and Wear,2014,1434200,1434200
UKI5,Outer London - East and North East,2014,1839700,1839700
UKI6,Outer London - South,2014,1269700,1269700
UKI7,Outer London - West and North West,2014,2030600,2030600
UKG2,Shropshire and Staffordshire,2014,1591400,1591400
UKE3,South Yorkshire,2014,1366200,1366200
UKM9,Southern Scotland,2014,813900,813900
UKJ2,Surrey  East and West Sussex,2014,2816000,2816000
UKC1,Tees Valley and Durham,2014,1184600,1184600
UKM8,West Central Scotland,2014,1480500,1480500
UKG3,West Midlands,2014,2805900,2805900
UKL1,West Wales and The Valleys,2014,1947000,1947000
UKE4,West Yorkshire,2014,2261700,2261700
UKH2,Bedfordshire and Hertfordshire,2015,1817800,1817800
UKJ1,Berkshire  Buckinghamshire and Oxfordshire,2015,2357800,2357800
UKD6,Cheshire,2015,917400,917400
UKK3,Cornwall and Isles of Scilly,2015,552600,552600
UKD1,Cumbria,2015,498700,498700
UKF1,Derbyshire and Nottinghamshire,2015,2162100,2162100
UKK4,Devon,2015,1167700,1167700
UKK2,Dorset and Somerset,2015,1309000,1309000
UKH1,East Anglia,2015,2467800,2467800
UKL2,East Wales,2015,1148500,1148500
UKE1,East Yorkshire and Northern Lincolnshire,2015,925200,925200
UKM7,Eastern Scotland,2015,1953700,1953700
UKH3,Essex,2015,1790500,1790500
UKK1,Gloucestershire  Wiltshire and Bath/Bristol area,2015,2442500,2442500
UKD3,Greater Manchester,2015,2754000,2754000
UKJ3,Hampshire and Isle of Wight,2015,1953500,1953500
UKG1,Herefordshire  Worcestershire and Warwickshire,2015,1322700,1322700
UKM6,Highlands and Islands,2015,624600,624600
UKI4,Inner London - East,2015,2318600,2318600
UKI3,Inner London - West,2015,1148800,1148800
UKJ4,Kent,2015,1798200,1798200
UKD4,Lancashire,2015,1477000,1477000
UKF2,Leicestershire  Rutland and Northamptonshire,2015,1778100,1778100
UKF3,Lincolnshire,2015,737400,737400
UKD7,Merseyside,2015,1528300,1528300
UKM5,North Eastern Scotland,2015,492400,492400
UKE2,North Yorkshire,2015,811800,811800
UKN0,Northern Ireland,2015,1851000,1851000
UKC2,Northumberland and Tyne and Wear,2015,1437000,1437000
UKI5,Outer London - East and North East,2015,1866700,1866700
UKI6,Outer London - South,2015,1282900,1282900
UKI7,Outer London - West and North West,2015,2049900,2049900
UKG2,Shropshire and Staffordshire,2015,1597800,1597800
UKE3,South Yorkshire,2015,1375500,1375500
UKM9,Southern Scotland,2015,814400,814400
UKJ2,Surrey  East and West Sussex,2015,2840200,2840200
UKC1,Tees Valley and Durham,2015,1187500,1187500
UKM8,West Central Scotland,2015,1488200,1488200
UKG3,West Midlands,2015,2834500,2834500
UKL1,West Wales and The Valleys,2015,1950500,1950500
UKE4,West Yorkshire,2015,2277800,2277800
UKH2,Bedfordshire and Hertfordshire,2016,1837800,1837800
UKJ1,Berkshire  Buckinghamshire and Oxfordshire,2016,2379300,2379300
UKD6,Cheshire,2016,922000,922000
UKK3,Cornwall and Isles of Scilly,2016,557400,557400
UKD1,Cumbria,2016,498700,498700
UKF1,Derbyshire and Nottinghamshire,2016,2179100,2179100
UKK4,Devon,2016,1175500,1175500
UKK2,Dorset and Somerset,2016,1318600,1318600
UKH1,East Anglia,2016,2484200,2484200
UKL2,East Wales,2016,1155200,1155200
UKE1,East Yorkshire and Northern Lincolnshire,2016,928400,928400
UKM7,Eastern Scotland,2016,1970400,1970400
UKH3,Essex,2016,1807000,1807000
UKK1,Gloucestershire  Wiltshire and Bath/Bristol area,2016,2465200,2465200
UKD3,Greater Manchester,2016,2780700,2780700
UKJ3,Hampshire and Isle of Wight,2016,1969000,1969000
UKG1,Herefordshire  Worcestershire and Warwickshire,2016,1332000,1332000
UKM6,Highlands and Islands,2016,625900,625900
UKI4,Inner London - East,2016,2356500,2356500
UKI3,Inner London - West,2016,1158500,1158500
UKJ4,Kent,2016,1817400,1817400
UKD4,Lancashire,2016,1484000,1484000
UKF2,Leicestershire  Rutland and Northamptonshire,2016,1801500,1801500
UKF3,Lincolnshire,2016,744700,744700
UKD7,Merseyside,2016,1538500,1538500
UKM5,North Eastern Scotland,2016,492000,492000
UKE2,North Yorkshire,2016,816500,816500
UKN0,Northern Ireland,2016,1862000,1862000
UKC2,Northumberland and Tyne and Wear,2016,1443800,1443800
UKI5,Outer London - East and North East,2016,1893400,1893400
UKI6,Outer London - South,2016,1293200,1293200
UKI7,Outer London - West and North West,2016,2068100,2068100
UKG2,Shropshire and Staffordshire,2016,1608200,1608200
UKE3,South Yorkshire,2016,1385400,1385400
UKM9,Southern Scotland,2016,815800,815800
UKJ2,Surrey  East and West Sussex,2016,2864500,2864500
UKC1,Tees Valley and Durham,2016,1192700,1192700
UKM8,West Central Scotland,2016,1500800,1500800
UKG3,West Midlands,2016,2870600,2870600
UKL1,West Wales and The Valleys,2016,1958100,1958100
UKE4,West Yorkshire,2016,2295000,2295000
UKH2,Bedfordshire and Hertfordshire,2017,1845500,1845500
UKJ1,Berkshire  Buckinghamshire and Oxfordshire,2017,2391800,2391800
UKD6,Cheshire,2017,926500,926500
UKK3,Cornwall and Isles of Scilly,2017,563600,563600
UKD1,Cumbria,2017,498400,498400
UKF1,Derbyshire and Nottinghamshire,2017,2196100,2196100
UKK4,Devon,2017,1185300,1185300
UKK2,Dorset and Somerset,2017,1325900,1325900
UKH1,East Anglia,2017,2502500,2502500
UKL2,East Wales,2017,1161900,1161900
UKE1,East Yorkshire and Northern Lincolnshire,2017,929900,929900
UKM7,Eastern Scotland,2017,1982500,1982500
UKH3,Essex,2017,1820500,1820500
UKK1,Gloucestershire  Wiltshire and Bath/Bristol area,2017,2484300,2484300
UKD3,Greater Manchester,2017,2798800,2798800
UKJ3,Hampshire and Isle of Wight,2017,1978900,1978900
UKG1,Herefordshire  Worcestershire and Warwickshire,2017,1344100,1344100
UKM6,Highlands and Islands,2017,625700,625700
UKI4,Inner London - East,2017,2377600,2377600
UKI3,Inner London - West,2017,1167900,1167900
UKJ4,Kent,2017,1832100,1832100
UKD4,Lancashire,2017,1490600,1490600
UKF2,Leicestershire  Rutland and Northamptonshire,2017,1824500,1824500
UKF3,Lincolnshire,2017,751100,751100
UKD7,Merseyside,2017,1544400,1544400
UKM5,North Eastern Scotland,2017,490600,490600
UKE2,North Yorkshire,2017,819800,819800
UKN0,Northern Ireland,2017,1871000,1871000
UKC2,Northumberland and Tyne and Wear,2017,1448500,1448500
UKI5,Outer London - East and North East,2017,1905600,1905600
UKI6,Outer London - South,2017,1298100,1298100
UKI7,Outer London - West and North West,2017,2075600,2075600
UKG2,Shropshire and Staffordshire,2017,1619600,1619600
UKE3,South Yorkshire,2017,1393400,1393400
UKM9,Southern Scotland,2017,817000,817000
UKJ2,Surrey  East and West Sussex,2017,2878200,2878200
UKC1,Tees Valley and Durham,2017,1196100,1196100
UKM8,West Central Scotland,2017,1509100,1509100
UKG3,West Midlands,2017,2897200,2897200
UKL1,West Wales and The Valleys,2017,1963600,1963600
UKE4,West Yorkshire,2017,2307000,2307000
UKH2,Bedfordshire and Hertfordshire,2018,1853700,1853700
UKJ1,Berkshire  Buckinghamshire and Oxfordshire,2018,2407600,2407600
UKD6,Cheshire,2018,930800,930800
UKK3,Cornwall and Isles of Scilly,2018,568200,568200
UKD1,Cumbria,2018,498800,498800
UKF1,Derbyshire and Nottinghamshire,2018,2207600,2207600
UKK4,Devon,2018,1194000,1194000
UKK2,Dorset and Somerset,2018,1331800,1331800
UKH1,East Anglia,2018,2514800,2514800
UKL2,East Wales,2018,1167900,1167900
UKE1,East Yorkshire and Northern Lincolnshire,2018,932000,932000
