key,country,statisticalArea1,statisticalArea1Code,statisticalArea2,statisticalArea2Code,statisticalArea3,statisticalArea3Code
BL9,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester North East,UKD37
BN1,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,Brighton and Hove,UKJ21
BN10,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,East Sussex CC,UKJ22
BN11,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Sussex (South West),UKJ27
BN12,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Sussex (South West),UKJ27
BN13,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Sussex (South West),UKJ27
BN14,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Sussex (South West),UKJ27
BN15,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Sussex (South West),UKJ27
BN16,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Sussex (South West),UKJ27
BN17,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Sussex (South West),UKJ27
BN18,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Sussex (South West),UKJ27
BN2,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,Brighton and Hove,UKJ21
BN20,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,East Sussex CC,UKJ22
BN21,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,East Sussex CC,UKJ22
BN22,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,East Sussex CC,UKJ22
BN23,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,East Sussex CC,UKJ22
BN24,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,East Sussex CC,UKJ22
BN25,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,East Sussex CC,UKJ22
BN26,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,East Sussex CC,UKJ22
BN27,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,East Sussex CC,UKJ22
BN3,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,Brighton and Hove,UKJ21
BN41,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,Brighton and Hove,UKJ21
BN42,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Sussex (South West),UKJ27
BN43,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Sussex (South West),UKJ27
BN44,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Sussex (North East),UKJ28
BN45,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Sussex (North East),UKJ28
BN5,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Sussex (North East),UKJ28
BN50,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,Brighton and Hove,UKJ21
BN51,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,Brighton and Hove,UKJ21
BN52,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,Brighton and Hove,UKJ21
BN6,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Sussex (North East),UKJ28
BN7,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,East Sussex CC,UKJ22
BN8,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,East Sussex CC,UKJ22
BN88,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,Brighton and Hove,UKJ21
BN9,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,East Sussex CC,UKJ22
BN95,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Sussex (South West),UKJ27
BN99,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Sussex (South West),UKJ27
BR1,GBR,London,UKI,Outer London — South,UKI6,Bromley,UKI61
BR2,GBR,London,UKI,Outer London — South,UKI6,Bromley,UKI61
BR3,GBR,London,UKI,Outer London — South,UKI6,Bromley,UKI61
BR4,GBR,London,UKI,Outer London — South,UKI6,Bromley,UKI61
BR5,GBR,London,UKI,Outer London — South,UKI6,Bromley,UKI61
BR6,GBR,London,UKI,Outer London — South,UKI6,Bromley,UKI61
BR7,GBR,London,UKI,Outer London — South,UKI6,Bromley,UKI61
BR8,GBR,South East (England),UKJ,Kent,UKJ4,West Kent,UKJ46
BS1,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bristol, City of",UKK11
BS10,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bristol, City of",UKK11
BS11,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bristol, City of",UKK11
BS13,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bristol, City of",UKK11
BS14,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bristol, City of",UKK11
BS15,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12
BS16,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12
BS2,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bristol, City of",UKK11
BS20,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12
BS21,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12
BS22,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12
BS23,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12
BS24,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12
BS25,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12
BS26,GBR,South West (England),UKK,Dorset and Somerset,UKK2,Somerset,UKK23
BS27,GBR,South West (England),UKK,Dorset and Somerset,UKK2,Somerset,UKK23
BS28,GBR,South West (England),UKK,Dorset and Somerset,UKK2,Somerset,UKK23
BS29,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12
BS3,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bristol, City of",UKK11
BS30,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12
BS31,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12
BS32,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12
BS34,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12
BS35,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12
BS36,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12
BS37,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12
BS39,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12
BS4,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bristol, City of",UKK11
BS40,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12
BS41,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12
BS48,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12
BS49,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12
BS5,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bristol, City of",UKK11
BS6,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bristol, City of",UKK11
BS7,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bristol, City of",UKK11
BS8,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bristol, City of",UKK11
BS9,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bristol, City of",UKK11
BS98,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bristol, City of",UKK11
BS99,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Bristol, City of",UKK11
BT1,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Belfast,UKN06
BT10,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Belfast,UKN06
BT11,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Belfast,UKN06
BT12,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Belfast,UKN06
BT13,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Belfast,UKN06
BT14,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Belfast,UKN06
BT15,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Belfast,UKN06
BT16,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Lisburn and Castlereagh,UKN0E
BT17,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Belfast,UKN06
BT18,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Ards and North Down ,UKN09
BT19,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Ards and North Down ,UKN09
BT2,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Belfast,UKN06
BT20,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Ards and North Down ,UKN09
BT21,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Ards and North Down ,UKN09
BT22,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Ards and North Down ,UKN09
BT23,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Ards and North Down ,UKN09
BT24,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,"Newry, Mourne and Down",UKN08
BT25,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,"Armagh City, Banbridge and Craigavon",UKN07
BT26,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Lisburn and Castlereagh,UKN0E
BT27,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Lisburn and Castlereagh,UKN0E
BT28,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Lisburn and Castlereagh,UKN0E
BT29,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Antrim and Newtownabbey,UKN0D
BT3,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Belfast,UKN06
BT30,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,"Newry, Mourne and Down",UKN08
BT31,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,"Newry, Mourne and Down",UKN08
BT32,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,"Armagh City, Banbridge and Craigavon",UKN07
BT33,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,"Newry, Mourne and Down",UKN08
BT34,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,"Newry, Mourne and Down",UKN08
BT35,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,"Newry, Mourne and Down",UKN08
BT36,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Antrim and Newtownabbey,UKN0D
BT37,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Antrim and Newtownabbey,UKN0D
BT38,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Mid and East Antrim,UKN0F
BT39,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Antrim and Newtownabbey,UKN0D
BT4,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Belfast,UKN06
BT40,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Mid and East Antrim,UKN0F
BT41,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Antrim and Newtownabbey,UKN0D
BT42,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Mid and East Antrim,UKN0F
BT43,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Mid and East Antrim,UKN0F
BT44,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Causeway Coast and Glens,UKN0C
BT45,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Mid Ulster,UKN0B
BT46,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Mid Ulster,UKN0B
BT47,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Derry City and Strabane,UKN0A
BT48,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Derry City and Strabane,UKN0A
BT49,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Causeway Coast and Glens,UKN0C
BT5,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Belfast,UKN06
BT51,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Causeway Coast and Glens,UKN0C
BT52,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Causeway Coast and Glens,UKN0C
BT53,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Causeway Coast and Glens,UKN0C
BT54,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Causeway Coast and Glens,UKN0C
BT55,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Causeway Coast and Glens,UKN0C
BT56,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Causeway Coast and Glens,UKN0C
BT57,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Causeway Coast and Glens,UKN0C
BT6,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Belfast,UKN06
BT60,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,"Armagh City, Banbridge and Craigavon",UKN07
BT61,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,"Armagh City, Banbridge and Craigavon",UKN07
BT62,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,"Armagh City, Banbridge and Craigavon",UKN07
BT63,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,"Armagh City, Banbridge and Craigavon",UKN07
BT64,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,"Armagh City, Banbridge and Craigavon",UKN07
BT65,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,"Armagh City, Banbridge and Craigavon",UKN07
BT66,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,"Armagh City, Banbridge and Craigavon",UKN07
BT67,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,"Armagh City, Banbridge and Craigavon",UKN07
BT68,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Mid Ulster,UKN0B
BT69,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Mid Ulster,UKN0B
BT7,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Belfast,UKN06
BT70,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Mid Ulster,UKN0B
BT71,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Mid Ulster,UKN0B
BT74,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Fermanagh and Omagh,UKN0G
BT75,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Mid Ulster,UKN0B
BT76,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Mid Ulster,UKN0B
BT77,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Mid Ulster,UKN0B
BT78,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Fermanagh and Omagh,UKN0G
BT79,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Fermanagh and Omagh,UKN0G
BT8,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Lisburn and Castlereagh,UKN0E
BT80,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Mid Ulster,UKN0B
BT81,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Derry City and Strabane,UKN0A
BT82,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Derry City and Strabane,UKN0A
BT9,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Belfast,UKN06
BT92,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Fermanagh and Omagh,UKN0G
BT93,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Fermanagh and Omagh,UKN0G
BT94,GBR,Northern Ireland,UKN,Northern Ireland,UKN0,Fermanagh and Omagh,UKN0G
CA1,GBR,North West (England),UKD,Cumbria,UKD1,East Cumbria,UKD12
CA10,GBR,North West (England),UKD,Cumbria,UKD1,East Cumbria,UKD12
CA11,GBR,North West (England),UKD,Cumbria,UKD1,East Cumbria,UKD12
CA12,GBR,North West (England),UKD,Cumbria,UKD1,West Cumbria,UKD11
CA13,GBR,North West (England),UKD,Cumbria,UKD1,West Cumbria,UKD11
CA14,GBR,North West (England),UKD,Cumbria,UKD1,West Cumbria,UKD11
CA15,GBR,North West (England),UKD,Cumbria,UKD1,West Cumbria,UKD11
CA16,GBR,North West (England),UKD,Cumbria,UKD1,East Cumbria,UKD12
CA17,GBR,North West (England),UKD,Cumbria,UKD1,East Cumbria,UKD12
CA18,GBR,North West (England),UKD,Cumbria,UKD1,West Cumbria,UKD11
CA19,GBR,North West (England),UKD,Cumbria,UKD1,West Cumbria,UKD11
CA2,GBR,North West (England),UKD,Cumbria,UKD1,East Cumbria,UKD12
CA20,GBR,North West (England),UKD,Cumbria,UKD1,West Cumbria,UKD11
CA21,GBR,North West (England),UKD,Cumbria,UKD1,West Cumbria,UKD11
CA22,GBR,North West (England),UKD,Cumbria,UKD1,West Cumbria,UKD11
CA23,GBR,North West (England),UKD,Cumbria,UKD1,West Cumbria,UKD11
CA24,GBR,North West (England),UKD,Cumbria,UKD1,West Cumbria,UKD11
CA25,GBR,North West (England),UKD,Cumbria,UKD1,West Cumbria,UKD11
CA26,GBR,North West (England),UKD,Cumbria,UKD1,West Cumbria,UKD11
CA27,GBR,North West (England),UKD,Cumbria,UKD1,West Cumbria,UKD11
CA28,GBR,North West (England),UKD,Cumbria,UKD1,West Cumbria,UKD11
CA3,GBR,North West (England),UKD,Cumbria,UKD1,East Cumbria,UKD12
CA4,GBR,North West (England),UKD,Cumbria,UKD1,East Cumbria,UKD12
CA5,GBR,North West (England),UKD,Cumbria,UKD1,East Cumbria,UKD12
CA6,GBR,North West (England),UKD,Cumbria,UKD1,East Cumbria,UKD12
CA7,GBR,North West (England),UKD,Cumbria,UKD1,West Cumbria,UKD11
CA8,GBR,North West (England),UKD,Cumbria,UKD1,East Cumbria,UKD12
CA9,GBR,North West (England),UKD,Cumbria,UKD1,East Cumbria,UKD12
CA95,GBR,North West (England),UKD,Cumbria,UKD1,West Cumbria,UKD11
CB1,GBR,East of England,UKH,East Anglia,UKH1,Cambridgeshire CC,UKH12
CB10,GBR,East of England,UKH,Essex,UKH3,West Essex,UKH35
CB11,GBR,East of England,UKH,Essex,UKH3,West Essex,UKH35
CB2,GBR,East of England,UKH,East Anglia,UKH1,Cambridgeshire CC,UKH12
CB21,GBR,East of England,UKH,East Anglia,UKH1,Cambridgeshire CC,UKH12
CB22,GBR,East of England,UKH,East Anglia,UKH1,Cambridgeshire CC,UKH12
CB23,GBR,East of England,UKH,East Anglia,UKH1,Cambridgeshire CC,UKH12
CB24,GBR,East of England,UKH,East Anglia,UKH1,Cambridgeshire CC,UKH12
CB25,GBR,East of England,UKH,East Anglia,UKH1,Cambridgeshire CC,UKH12
CB3,GBR,East of England,UKH,East Anglia,UKH1,Cambridgeshire CC,UKH12
CB4,GBR,East of England,UKH,East Anglia,UKH1,Cambridgeshire CC,UKH12
CB5,GBR,East of England,UKH,East Anglia,UKH1,Cambridgeshire CC,UKH12
CB6,GBR,East of England,UKH,East Anglia,UKH1,Cambridgeshire CC,UKH12
