statisticalAreaCode,statisticalArea,area,country_code
34301,Cody,10127.95,US
34302,Worland,4249.1699,US
34303,Riverton,9266.21,US
34304,Sheridan,11716.72,US
34305,Miles City,5535.98,US
34306,Jordan,4847.6602,US
34307,Colstrip,9309.1201,US
34308,Billings,9563.4404,US
34309,Harlowton,3823.2402,US
34401,Dillon,5572.3501,US
34402,Bozeman,10910.609,US
34403,Helena,6395.46,US
34404,Butte,5526.1401,US
34501,Bonners Ferry,1278.2,US
34502,Libby,3675.22,US
34503,Kalispell,9700.5303,US
34504,Missoula,6242.21,US
34601,Gillette,10072.43,US
34602,Rawlins,7964.4399,US
34603,Casper,9641.2002,US
34604,Lusk,2627.99,US
34701,Honolulu,2126.98,US
34702,Kauai,1266.45,US
34703,Maui,2451.2002,US
34801,Las Vegas,10437.89,US
34802,Santa Fe,10121.6,US
34803,Tucumcari,5008.0801,US
34804,Clayton,3831.0,US
34805,Alamosa,8206.54,US
34901,Albuquerque,13839.88,US
34902,Socorro,13578.551,US
35001,Phoenix,19395.49,US
35002,Safford,6490.0205,US
35100,Tucson,16646.98,US
35201,Grand Junction,8563.4004,US
35202,Gunnison,4383.1602,US
35300,Farmington,8981.7002,US
35401,Flagstaff,30899.5,US
35402,Cortez,11041.86,US
35500,Gallup,26635.01,US
35600,Hawaii,5086.9702,US
35701,Twin Falls,8210.4902,US
35702,Burley,3343.48,US
35801,Boise,14934.28,US
35802,Ontario,11814.3,US
35803,McCall,5103.96,US
35901,St. George,8324.6201,US
35902,Price,7549.23,US
35903,Moab,3694.3,US
35904,Richfield,7892.7202,US
35905,Loa,2466.6101,US
36000,Provo,12376.029,US
36100,Salt Lake City,13090.8,US
36200,Logan,9772.71,US
36301,Pocatello,14084.89,US
36302,Salmon,9506.5996,US
36303,Jackson,4672.5601,US
36401,Steamboat Springs,10342.5,US
36402,Vernal,7755.5,US
36403,Soda Springs,2848.22,US
36404,Rock Springs,23414.051,US
36501,Klamath Falls,21408.23,US
36502,Burns,10227.05,US
36503,Lakeview,8359.0303,US
36600,Redding,6809.9102,US
36700,Eureka,7260.3101,US
36800,Medford,4443.6001,US
36901,Crescent City,3218.48,US
36902,Roseburg,6940.5098,US
37000,Modesto,7224.23,US
37100,Bakersfield,8162.0298,US
37200,Fresno,14402.271,US
37300,Chico,5413.1997,US
37400,Sacramento,10833.04,US
37500,San Jose,7074.1699,US
37601,Elko,35801.098,US
37602,Winnemucca,15726.311000000003,US
37603,Portola,3575.78,US
37604,Reno,14011.28,US
37700,Santa Rosa,6976.4399,US
37800,San Francisco,5119.8101,US
37901,Las Vegas,53947.891,US
37902,Mineral,3813.1699,US
37903,Mammoth Lakes,13359.64,US
38000,San Diego,4525.9199,US
38100,Yuma,10001.4,US
38200,Santa Barbara,7405.29,US
38300,Los Angeles,39832.449,US
38401,Lewiston,13686.141,US
38402,Pullman,3254.55,US
38501,Moses Lake,4721.1001,US
38502,Wenatchee,4842.6104,US
38601,Spokane,12200.9,US
38602,Colville,10113.5,US
38700,Longview,5986.0801,US
38801,Portland,6099.8398,US
38802,The Dalles,5664.6401,US
38901,Eugene,10368.08,US
38902,Newport,2526.75,US
39000,Yakima,6645.0195,US
39100,Kennewick,10478.34,US
39201,La Grande,5127.0103,US
39202,Enterprise,3151.78,US
39203,Bend,7833.7803,US
39204,Condon,2938.46,US
39205,John Day,4529.5298,US
39301,Friday Harbor,621.09003,US
39302,Bellingham,2503.6399,US
39303,Port Angeles,4854.1699,US
39400,Seattle,13575.03,US
